consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
137,1,-2.805999999999983,3,false,"","",false,1,2,3,939.1377285093622,989.5417634335404,91.13763422923108,85.27669369635998
mind was [deletion][unclear]xxxx[/unclear][/deletion] eminently,2,-2.805999999999983,3.5,false,"","",false,1,1,4,97.7017759680748,921.5814942121506,208.68704599142075,164.17973828315735
systematic & logical,3,-2.805999999999983,3,false,"","",false,1,1,3,99.6798785328865,866.1946223974228,280.88778960704803,229.45712292194366
in [unclear]exertion[/unclear]; he neglected,4,-2.805999999999983,3.6,true,"",E_L_Bird,false,1,1,4,89.78936570882797,944.3296737074852,366.93525117635727,312.53743064403534
mechanical arrangement,5,-2.805999999999983,3,false,"","",false,1,1,3,90.77841699123383,944.3296737074852,454.9608153104782,411.44255888462067
so that a person ignorant,6,-2.805999999999983,3,false,"","",false,1,1,3,93.74557083845139,947.2968275547028,557.822148680687,505.4024307131767
"of him, & looking carelessly",7,-2.805999999999983,3,true,"",E_L_Bird,false,1,1,4,95.72367340326309,933.4501096010208,639.9134051203728,597.3841999769211
either at his memoranda,8,-2.805999999999983,3,true,"",E_L_Bird,false,1,1,3,68.2019071946612,1008.296755252557,722.6539855891773,665.2167504808695
"or papers, or books or",9,-2.805999999999983,3.6666666666666665,true,"",E_L_Bird,false,1,1,4,87.81126314401627,919.6033916473389,822.8878923654556,783.3258410692215
apparatus would naturally,10,-2.805999999999983,3.6666666666666665,true,"",sruston,false,1,1,4,96.71272468566895,945.318724989891,910.91347438097,877.285730779171
infer that he must have,11,-2.805999999999983,3,true,"",sruston,false,1,1,3,97.7017759680748,945.318724989891,1006.8514145612717,962.3441068530083
been deficient in precision,12,-2.805999999999983,3,true,"",E_L_Bird,false,1,1,3,72.73937908993811,1016.4131230217055,1103.023251051534,1050.8336453414288
& order- [deletion]&[/deletion] He required less,13,-2.805999999999983,3,true,"",E_L_Bird,false,1,1,3,74.06284772753222,970.7867268990962,1195.045783595502,1164.5688659953157
than any other person I have,14,-2.805999999999983,3,false,"","",false,1,1,3,95.72367340326309,889.9318531751633,1269.9390556812286,1250.1580300331116
known the aid of mechanical,15,-2.805999999999983,3.6,false,"","",false,1,1,4,95.72367340326309,898.833314716816,1352.030330002308,1328.2930992245674
arrangement - his productions,16,-2.805999999999983,3.5,false,"","",false,1,1,4,94.73462212085724,938.3953660130501,1434.1215864419937,1412.362458229065
were very much the creations,17,-2.805999999999983,3,false,"","",false,1,1,3,91.76746827363968,902.7895198464394,1505.3332787752151,1484.5632018446922
of his mind - & originality,18,-2.805999999999983,3.8333333333333335,false,"","",false,1,1,4,99.6798785328865,880.0413403511047,1591.3807061314583,1561.7091676592827
was their distinctive feature.,19,-2.805999999999983,3.75,true,"",E_L_Bird,false,1,1,4,108.58134007453918,933.4501096010208,1661.6033471822739,1633.90991127491
