consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
65,1,-2.716000000000008,3,false,"","",false,1,2,3,1201.6143396712446,1265.6707338598085,82.03139217754955,91.18228782287821
compact near the contact - the basalt,2,-2.716000000000008,2.5714285714285716,true,AliCat54,Fierengraw,true,1,1,3,79.97416395276605,1165.01075708993,153.93140408089442,87.26047896548772
is however at the contact of a,3,-2.716000000000008,3,false,"","",false,1,1,3,108.73415375355245,1116.641598330928,220.60230426204845,160.46776879938028
[underline]much finer grain.[/underline] -,4,-2.716000000000008,2,false,"","",true,1,1,2,120.49963019422916,855.1870095914923,295.1168969607413,263.7423263646069
- In [underline]Carrickarede[/underline]. - the Rock,5,-2.716000000000008,2,false,"","",true,1,1,2,132.26508170065324,1168.9325160788153,414.0787148897825,338.2568941290472
principally basaltic tufa - [unclear]is[/unclear],6,-2.716000000000008,2.6,true,"",Fierengraw,true,1,1,3,120.49958032572391,1069.5797923052319,485.6043864124668,413.70437450912203
likewise the opposite cliff but,7,-2.716000000000008,3,false,"","",false,1,1,3,125.74806719543932,1103.5882191072283,546.3553264325255,475.7625675254756
topped with Basalt -,8,-2.716000000000008,2,false,"","",true,1,1,2,144.48126881439026,1013.8177265045091,616.929870010447,547.644314231187
In the Basaltic tufa of,9,-2.716000000000008,3,false,"","",false,1,1,3,169.31942482353355,1022.9686969525957,675.75715247682,615.6225172771414
the island a vein of,10,-2.716000000000008,3,false,"","",false,1,1,3,166.70486896243813,1032.1195676636717,729.3552234839917,696.6733998915623
Basalt diminishing as it,11,-2.716000000000008,3,false,"","",false,1,1,3,181.08490126421026,1097.4832148485307,801.2552852558418,765.9588559338117
