consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
13,1,-1.2760000000000105,3,false,"","",false,1,2,3,607.3663593852409,740.1883046065691,271.83485232670444,274.439282503464
of enlightened men insertion]Persons[/insertion] [insertion]minds.[/insertion] . - |_The change,2,-1.2760000000000105,3.7777777777777777,true,"",C.NG,false,1,2,4,899.7314446969118,2491.367378756344,436.9511420743802,379.8046402823346
of names is constantly leading,3,-1.2760000000000105,3,false,"","",false,1,2,3,906.0810560071391,2457.502720510212,572.409484396769,506.7968664868803
"to confusion "" | & [underline]in many[/underline] cases;",4,-1.2760000000000105,3.875,false,"","",false,1,2,4,935.7125593069698,2605.660382340435,705.7513219115419,629.5559861888146
as I shall shew in the course,5,-1.2760000000000105,3,false,"","",false,1,2,3,965.3440626068004,2612.009993650662,834.8600529237034,741.7324849652897
of these lectures |_ i[deletion]t[/deletion]n which [deletion]it[/deletion] a new,6,-1.2760000000000105,3.888888888888889,true,"",C.NG,false,1,2,4,934.9933627086032,2717.117587631164,970.6660478631678,875.4218782097586
[insertion][underline]nomenclature[/underline][/insertion] has been supposed [underline]favorable[/underline],7,-1.2760000000000105,3,false,"","",false,1,2,3,942.3523919683059,2528.827725992574,1104.5849685764683,990.9198835878423
"to the advancement of [deletion]Science it[/deletion] [insertion]Knowledge, it[/insertion]",8,-1.2760000000000105,3,true,"",C.NG,false,1,2,3,1046.2222816329493,2617.4583927572767,1195.2274059300644,1103.6217821828418
has [insertion]rather[/insertion] tended to perpetuate &,9,-1.2760000000000105,3,false,"","",false,1,2,3,1048.213724090116,2577.629908255166,1296.7901963829677,1215.1417393414258
defend error. - . The [deletion]paths[/deletion] [insertion]Roads[/insertion] to,10,-1.2760000000000105,3.2857142857142856,true,"",E_L_Bird,false,1,2,4,1036.2651605074216,2599.535547383235,1392.378705044524,1366.490181002121
science should if possible be,11,-1.2760000000000105,3,false,"","",false,1,2,3,1040.247999841602,2527.844165887068,1549.7015196568718,1481.9929319147327
smoothed; & not filled with obstacles,12,-1.2760000000000105,3,false,"","",false,1,2,3,1056.17944833863,2736.944028584222,1675.1614372751642,1613.427131324372
not [deletion]continu[/deletion] be continuously broken,13,-1.2760000000000105,3,true,"",E_L_Bird,false,1,2,4,1052.1965634242965,2476.067117802262,1780.7070214820951,1703.0413581945809
"[underline]up & newly laid out[/underline], but the",14,-1.2760000000000105,3.857142857142857,false,"","",false,1,2,4,1026.217396959483,2644.999890003743,1883.4087948223255,1826.965926853607
trodden & familiar [deletion]road[/deletion] [insertion]paths[/insertion] preserved;,15,-1.2760000000000105,3,true,"",E_L_Bird,false,1,2,3,1053.3099901204744,2687.8965647420073,2005.3254640467871,1933.0785145007962
& the direction [unclear]posts[/unclear] suffered to,16,-1.2760000000000105,3.8333333333333335,false,"","",false,1,2,4,1046.5395745699216,2510.2386590301517,2115.675412468068,2075.846836805651
remain in their ancient &,17,-1.2760000000000105,3,false,"","",false,1,2,3,1043.008443829173,2535.167101732585,2231.0721979868167,2190.858025317837
well known positions. -,18,-1.2760000000000105,3.6666666666666665,true,"",E_L_Bird,false,1,2,4,1028.1927164011026,2304.4646866441662,2343.248696763292,2347.481803265903
- . One of the most [deletion][unclear]important[/unclear][/deletion] obvious,19,-1.2760000000000105,3.7142857142857144,true,"",E_L_Bird,false,1,2,4,1111.0056514012936,2499.359871908766,2530.47763874664,2539.883861357943
& important agencies of Heat is,20,-1.2760000000000105,3,false,"","",false,1,2,3,984.213340522226,2554.6838631778255,2667.80093065926,2655.101708038805
the increase of volume which it,21,-1.2760000000000105,3,false,"","",false,1,2,3,1013.8448680439017,2626.6461892853213,2822.30820379971,2790.5601472485737
gives to bodies. -,22,-1.2760000000000105,3.6,true,"",C.NG,false,1,2,4,1015.9614212952073,2105.978061846684,2926.0184895709626,2926.0184895709626
Bodies enlarge in all dimensions,23,-1.2760000000000105,3,false,"","",false,1,2,3,1039.2433132848107,2628.762790980317,3078.4091610164173,3063.5934335883467
when they become capable of communicating,24,-1.2760000000000105,3,false,"","",false,1,2,3,988.4464228029924,2721.890358938731,3203.284882413347,3190.5856597928923
the sensation of [underline]Heat[/underline]; & they,25,-1.2760000000000105,3.7142857142857144,true,"",E_L_Bird,false,1,2,4,1028.660643915662,2582.1989101137306,3298.5290520667563,3294.295945564145
