consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
in the place of beauty,1,0.367,3,false,"","",false,1,1,3,99.29756488188403,927.1945073060369,184.8525588617689,175.1553588907177
order & intelligence,2,0.367,3,false,"","",false,1,1,3,122.32835238944827,787.7974311212942,266.0664352202049,253.94497687217904
in mere chrystaline arrangement,3,0.367,4.5,false,"","",false,1,1,5,105.6387116497796,966.2635860648304,359.4018254143842,390.91762821679475
the result of the chemical,4,0.367,3,false,"","",false,1,1,3,85.55264309337534,936.4803730250925,472.9442291361591,480.21711524251805
attractions of matter.,5,0.367,3,false,"","",false,1,1,3,106.15914448010616,811.6291245407853,555.3702346830825,552.9459208183904
- That this was the state,6,0.367,3,false,"","",false,1,1,3,92.82552919973429,958.2990313441693,655.9785109836207,655.9785109836207
of the globe which,7,0.367,3,false,"","",false,1,1,3,111.0077444656317,770.416066279606,732.34381510039,731.1316859119027
immediately proceeded,8,0.367,3,false,"","",false,1,1,3,164.34226107483678,872.2365272563492,818.4062637004927,817.1941345120053
the first appearance,9,0.367,3,false,"","",false,1,1,3,127.97780279918308,862.5393272852979,903.2566385998257,908.1052108414924
of the animals where,10,0.367,4,false,"","",false,1,1,5,112.21987365411903,924.3588591893491,985.6826996344664,989.319142687646
remains exist in,11,0.367,3,false,"","",false,1,1,3,154.6450611037856,780.1133217383746,1064.472317615928,1075.3815912877487
the aqueous formations,12,0.367,3,false,"","",false,1,1,3,153.43290417143945,940.1168160782719,1133.6906525048971,1163.994381606538
there is every reason,13,0.367,3,false,"","",false,1,1,3,119.12034025913273,881.1822101936496,1233.4968751459717,1255.7026363113155
to conclude & that,14,0.367,3,false,"","",false,1,1,3,148.3915834874138,869.0699684299102,1322.3199660118823,1327.3667488149524
a destruction of the,15,0.367,3,false,"","",false,1,1,3,120.1297014402003,810.5275281778836,1397.0121389564542,1397.0121389564542
present order by fire may,16,0.367,3,false,"","",false,1,1,3,136.27941103047766,930.6406539410137,1460.601408216086,1448.4891664523466
take place [deletion]in the order[/deletion] [insertion]within the range[/insertion],17,0.367,3.7777777777777777,true,"",raspence,false,1,1,4,140.08503451841455,992.9922020051947,1500.440211970528,1511.314824947887
