consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]The [underline]insects[/underline] [deletion]that in sunshine[/deletion] [insertion]that in morning[/insertion] start[/deletion],1,-0.6229999999999905,3,true,"",raspence,false,1,1,3,160.8401636148539,926.6202037843883,197.21162883796967,176.51485691224525
[deletion]And fed to [insertion]half for one short hour[/insertion][/deletion],2,-0.6229999999999905,3,true,"",raspence,false,1,1,4,155.10606216970484,792.0175014155379,244.51158821406315,213.00023017474624
[deletion]And fall before the coming dawn [insertion]And in the evning die[/insertion][/deletion],3,-0.6229999999999905,3,true,"",raspence,false,1,1,3,161.7504862533204,905.6095066234818,298.78477161606725,287.3260959654066
[deletion]Do not in vain the [unclear]waters[/unclear] court.[/deletion],4,-0.6229999999999905,3,true,"",E_L_Bird,false,1,1,3,161.42224654903228,991.0280463680938,355.08010192854977,338.14937131999744
[deletion]The birth place of their progeny[/deletion],5,-0.6229999999999905,3,false,"","",false,1,1,3,153.5212561545377,892.8298088384904,427.317868635543,416.0307321193379
[deletion]And can you think that thought [insertion]mind can[/insertion][/deletion],6,-0.6229999999999905,3,true,"",raspence,false,1,1,3,145.22178647125932,933.9606562326575,832.7028628798577,817.4246432494363
[deletion][underline]can die[/underline][/deletion],7,,0,true,"",raspence,false,1,1,0,,,,
[deletion]Oh how [insertion]Oh no it[/insertion] it lives and breathes for ever[/deletion],8,-0.6229999999999905,3.5,true,"",raspence,false,1,1,5,141.40223156365397,916.7726427566664,903.2627527424387,903.2627527424387
[deletion]When kindled it must live for[/deletion],9,-0.6229999999999905,3,true,"",raspence,false,1,1,3,146.6780326838502,901.9957505603618,976.0607063635586,979.8802721990086
[deletion]ever[/deletion],10,,0,true,"",raspence,false,1,1,0,,,,
[deletion]There's not in the tear [unclear]evil[/unclear] eye[/deletion],11,-0.6229999999999905,3.2857142857142856,true,"",E_L_Bird,false,1,1,4,108.59431396686978,946.1011041804259,1129.443957526062,1128.3152593749883
[deletion]A power of thought to sever.[/deletion],12,-0.6229999999999905,3,true,"",raspence,false,1,1,3,111.98046008858023,974.3190229736726,1210.711464447113,1200.5530260819814
[deletion]bring its chain in death[/deletion],13,-0.6229999999999905,3,true,"",raspence,false,1,1,3,338.61859378731805,879.7525283902656,1254.2721997689841,1260.4742841072223
63,14,172.763,3,false,"","",false,1,1,3,154.0584160618664,75.7950443097684,1460.450484541172,1470.38870943357
