consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
15 Grains of salt from Lake Albura gave 5 1/2 of,1,179.807,3,true,"",LH1980Lancaster,false,1,1,3,1197.40566350411,234.55138946881198,1455.6340301857272,1467.6397038385203
carbonate of lime: The solution evaporated,2,179.807,3,false,"","",false,1,1,3,1222.617558939826,438.64764921479946,1388.4022907046274,1420.8175848362625
"afforded 6.5 grains, principally sulphates of Potassa",3,179.807,3,false,"","",false,1,1,3,1210.611912765818,331.7972718637168,1337.9784998331954,1343.981350398985
& Muriate of Soda & no [insertion]salt of[/insertion] magnesia _,4,179.807,3.4,false,"","",false,1,1,4,1220.2164352007815,521.4867342178662,1268.3456640918366,1287.5547089617635
A new and a very curious substance has recently occupied the,5,179.807,3,false,"","",false,1,1,3,1252.3329289121084,193.01635473050555,1136.098990298216,1124.386645322538
attention of chemists at Paris,6,179.807,3,false,"","",false,1,1,3,1274.4562372708226,786.441833498199,1076.2358838271832,1099.6606035645732
This substance was accidentally discovered about two years ago by,7,179.807,3,false,"","",false,1,1,3,1258.8397773032518,168.2902534004736,1033.2905891303296,1025.4823591465442
M. Courtois a manufacturer of saltpetre at Paris. In his processes,8,179.807,3,false,"","",false,1,1,3,1284.3037530279614,182.70602907363218,987.6876800182781,986.2681170115176
for procuring soda from the ashes of sea-weeds (cendres de vareck) he,9,179.807,3,false,"","",false,1,1,3,1280.0449990242507,147.21636905375635,935.1630689669882,942.2609814759348
found the iron vessels employed much corroded and in searching,10,179.807,3,false,"","",false,1,1,3,1275.4301893547924,168.15414838999186,895.2706938688757,883.9139948645042
for the cause of this effect he made the discovery _ The substance is,11,179.807,3,false,"","",false,1,1,3,1282.5281018637388,161.05613840590195,845.5852088311071,845.5852088311071
procured from the ashes after the extraction of the carbonate of soda,12,179.807,3,false,"","",false,1,1,3,1279.6889433585031,134.08411636030564,798.7389147902885,794.480160786578
with great facility and merely by the action of [deletion]the[/deletion] sulphuric,13,179.807,3,false,"","",false,1,1,3,1277.5913580559172,200.12659511709194,756.9416397914612,749.8436947908003
acid_ When the acid is concentrated so as to produce much,14,179.807,3,false,"","",false,1,1,3,1279.0109210626777,161.79780908369503,705.836591746932,707.2561547536927
heat the substance appears as a vapour of a beautiful violet colour,15,179.807,3,false,"","",false,1,1,3,1286.1088660633386,149.02154707256273,657.5707346993528,647.6335987017419
which condenses in crystals having the colour and the lustre of,16,179.807,3,false,"","",false,1,1,3,1276.171762557442,157.5390550799841,602.2069326511128,600.7873046609234
plumbago.,17,179.807,3,false,"","",false,1,1,3,1279.0109210626777,1149.828737944594,555.3606386102944,556.7802016170549
M. Courtois soon after he had discovered it gave specimens of it,18,179.807,3,false,"","",false,1,1,3,1266.144240876059,174.2933353806386,505.46861831778585,508.07138150307014
to M. M. Desormes & Clement for chemical examination; and,19,179.807,3,false,"","",false,1,1,3,1274.4283595299783,174.25016609069507,464.60753487673634,451.8312728656042
those gentlemen read a short memoir upon it at a meeting,20,179.807,3,false,"","",false,1,1,3,1263.0716605256064,144.43892055643414,406.4045418315461,407.82416982173595
at the Institute of France on Nov[superscript]r[/superscript]. 29 In this memoir,21,179.807,3,false,"","",false,1,1,3,1259.1652619826657,138.76063603767705,368.7838403351073,346.7820507630245
"These [insertion]able Chemists[/insertion] described its principal properties, they mentioned",22,179.807,2,true,"",LH1980Lancaster,true,1,1,2,1270.1696055262673,185.60693007849568,303.5699019501659,309.2482189606375
"that its specific gravity is about four times that of water, that it",23,179.807,3,false,"","",false,1,1,3,1267.0615542296732,164.79968535121702,259.93438348760753,265.1398502861089
becomes a violet coloured gas at a temperature below that of boil-,24,179.807,3,false,"","",false,1,1,3,1261.8560874311722,146.58049198439562,205.2768331731766,198.7699549959998
ing water. that it combines with the metals and with Phospho-,25,179.807,3,false,"","",false,1,1,3,1264.4588357234395,159.5942185527158,158.4273936983967,162.33150869028964
rus and Sulphur and likewise with the alkalies and metallic ox-,26,179.807,3,false,"","",false,1,1,3,1260.0252234141758,145.6511724652853,102.85524787166389,104.27487586185373
