consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
83,1,-2.187999999999988,3,false,"","",false,1,2,3,1272.0973316431046,1348.1394317150116,85.00372552871704,85.00372552871704
- [deletion][unclear]xxx[/unclear][/deletion] No win dikes occur in these coal,2,-2.187999999999988,3,true,"",Fierengraw,false,1,1,3,78.12286484241486,1157.4667031764984,176.93522036075592,125.86216807365417
works - - The Hills about,3,-2.187999999999988,3.3333333333333335,false,"","",false,1,1,4,171.18931567668915,1121.1480882167816,247.30253756046295,199.63435542583466
Coleorton are either Magnesian,4,-2.187999999999988,3,false,"","",false,1,1,3,168.91940224170685,1116.608261346817,325.6145441532135,284.7561023235321
or common L[superscript]t[/superscript]. or strata of both,5,-2.187999999999988,3,false,"","",false,1,1,3,150.08643686771393,1160.4011214971542,396.63153052330017,353.6055108308792
alternating Briedon Hill magnesian,6,-2.187999999999988,3,false,"","",false,1,1,3,158.05421829223633,1246.4531608819962,460.533145070076,443.0040259361267
[deletion]B[/deletion],7,-2.187999999999988,3,false,"","",false,1,1,3,433.3643174171448,490.11215329170227,498.24146258831024,497.1065058708191
Limestone abundant in shells.-,8,-2.187999999999988,3,false,"","",false,1,1,3,159.83974850177765,1147.252092719078,541.3698178529739,499.3764193058014
This Limestone used for grass as,9,-2.187999999999988,3,false,"","",false,1,1,3,166.64948880672455,1179.0308808088303,620.8167880773544,569.7437357902527
top dressing destroys but used in,10,-2.187999999999988,3.8333333333333335,false,"","",false,1,1,4,162.10966193675995,1179.0308808088303,701.3987150192261,645.7858358621597
the quantity of a load to the acre,11,-2.187999999999988,3.875,false,"","",false,1,1,4,168.91940224170685,1270.9623749256134,774.0359449386597,716.153152346611
& ploughed in does no harm but,12,-2.187999999999988,3.857142857142857,false,"","",false,1,1,4,171.18931567668915,1230.103933095932,839.8634345531464,808.0846464633942
