consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
Space,1,0.164,3,false,"","",false,1,2,3,607.00670337677,890.1211961507797,161.41369473934174,163.97581684589386
[deletion]depend upon the agencies of some species[/deletion],2,0.164,3,true,"",C.NG,false,1,1,3,198.8743755123137,1357.2120868512852,218.81244255293623,217.74120600896654
[deletion]of subtile matter it is impossible to[/deletion],3,0.164,3,true,"",C.NG,false,1,1,3,209.75234478408052,1313.8935182930186,318.00624076044693,314.1685751235194
[deletion]doubt; but whether it is simple[/deletion],4,0.164,3.4285714285714284,true,"",C.NG,false,1,1,4,219.77441954408468,1282.3308543393268,415.7091527899256,398.64122760162473
[deletion]or capable of being analysed - there[/deletion],5,0.164,3.2857142857142856,true,"",C.NG,false,1,1,4,213.1703467671169,1339.2883256923355,514.0470631878633,499.54127474139295
[deletion]are at present no means of determining: -[/deletion],6,0.164,3,true,"",C.NG,false,1,1,3,216.16316757336148,1438.4433908595038,610.4799602314968,607.7024887750983
[deletion]We as yet have witnessed but the[/deletion],7,0.164,3,true,"",C.NG,false,1,1,3,218.9295893486801,1322.8443638266922,718.4258261448191,711.600871859826
[deletion]dawning of the Science of Etherial fluids -[/deletion],8,0.164,3,true,"",C.NG,false,1,1,3,228.11789822963783,1374.0259668530434,813.3512667178994,822.5229937595983
[deletion]& before we can clearly distinguish[/deletion],9,0.164,3,true,"",C.NG,false,1,1,3,228.53202972534993,1293.390994647144,921.7167986692987,935.1568754123392
[deletion]the numerous objects it infolds[/deletion],10,0.164,3.6,true,"",C.NG,false,1,1,4,212.10463506368706,1284.4567309527292,1039.0442130973388,1035.8526101452285
[deletion]we must wait for the full day. )-[/deletion],11,0.164,3.875,true,"",C.NG,false,1,1,4,225.75454363367317,1408.1784283394609,1149.5521889578658,1139.5245820396826
- - By the common Electrical Machine,12,0.164,3,false,"","",false,1,1,3,191.19905887373704,1391.734407932704,1299.5190365236745,1319.3589010101948
of the construction of Nairne - we may,13,0.164,3,true,deehar,E_L_Bird,false,1,1,3,198.65902616246748,1380.0061202131888,1417.2716302313406,1419.1932218112547
gain some good elucidations of the,14,0.164,3,false,"","",false,1,1,3,205.69932979730675,1342.8885133467006,1520.949148827507,1519.4582559472856
effects referred to positive & negative,15,0.164,3,false,"","",false,1,1,3,209.11733178034314,1377.8691500128716,1633.1578639387346,1643.4008055714858
electricity. - - -,16,0.164,3.6,true,"",C.NG,false,1,1,4,206.9859230087619,644.0095133614707,1735.775188354372,1741.9595974774486
- - The two cylinders of Metal opposite,17,0.164,3.625,false,"","",false,1,1,4,212.31446689063264,1379.5698747200388,1849.4802938588427,1877.2108170161464
to the glass are in an active state. -,18,0.164,3.6,true,"",C.NG,false,1,1,4,189.06211794397672,1342.8719315074418,1957.8458111749635,1963.8148855834722
Were they similarly electrified the effect,19,0.164,3,false,"","",false,1,1,3,197.38349726737047,1384.6830838873418,2055.1235812475065,2059.8171267609187
ought to be increased by connecting them; .,20,0.164,3.75,false,"","",false,1,1,4,201.01684860025307,1398.3274749344273,2156.6586267557336,2164.97445928567
but it is not increased it is destroyed.,21,0.164,3,false,"","",false,1,1,3,199.5204381971308,1400.9061788802383,2256.073298538181,2261.4073745782307
they must therefore be in opposite states. -,22,0.164,3.75,false,"","",false,1,1,4,201.43649761886581,1407.731089259396,2362.5227710678455,2365.5100743511894
