consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
corpuscular attraction. - The existence,1,1.11,3,true,"",FrankPearson,false,1,1,3,99.03234386444092,1459.1254227161407,187.71698713302612,209.1780219078064
of this last we must admit,2,1.11,3,true,TEHark,FrankPearson,false,1,1,3,120.49337863922119,1449.7362200021744,303.07004594802856,331.2376540899277
the operations that it ought,3,1.11,3,true,TEHark,FrankPearson,false,1,1,3,140.6130987405777,1349.1376194953918,441.2254618406296,417.08179771900177
to occasion are precisely,4,1.11,3,true,"",LH1980Lancaster,false,1,1,3,163.41544818878174,1288.7784591913223,552.5545766353607,563.2850940227509
those of chemical union.-,5,1.11,3,true,"",LH1980Lancaster,false,1,1,3,187.55911231040955,1330.359214067459,658.5184401273727,670.5902721881866
"And in Philosophy ""That",6,1.11,3,true,TEHark,FrankPearson,false,1,1,3,180.8525389432907,1381.3291716575623,781.9193884134293,808.7456818819046
Maxim of Newton ought,7,1.11,3,true,TEHark,FrankPearson,false,1,1,3,196.94831502437592,1362.5507662296295,908.0029493570328,910.6855787038803
always to be followed,8,1.11,3,true,TEHark,FrankPearson,false,1,1,3,214.3854057788849,1323.6526407003403,1015.3081353902817,1040.7931141853333
that no more causes,9,1.11,3,true,TEHark,FrankPearson,false,1,1,3,183.53516829013824,1268.6587390899658,1148.0983148813248,1174.9246083498
be admitted than are,10,1.11,3.6,true,"",LH1980Lancaster,false,1,1,4,206.33751773834229,1286.0958298444748,1268.8165975809097,1270.1579122543335
adequate to account for,11,1.11,3,true,TEHark,FrankPearson,false,1,1,3,215.72672045230865,1288.7784591913223,1387.1429504156113,1405.921355843544
effects. [short horizontal rule],12,1.11,3.5,true,"",FrankPearson,false,1,1,4,198.28962969779968,783.1028273105621,1501.1546878814697,1507.8612612485886
-. If Electrical & Chemical,13,1.11,3,true,"",LH1980Lancaster,false,1,1,3,259.99010467529297,1392.0596890449524,1672.842997789383,1663.4537950754166
Attraction be of the same,14,1.11,3,true,TEHark,FrankPearson,false,1,1,3,194.26568567752838,1295.4850325584412,1785.5134303569794,1806.9744651317596
"Nature., it follows that",15,1.11,3,true,"",FrankPearson,false,1,1,3,190.24174165725708,1339.7484167814255,1914.279639005661,1930.3754150867462
all such Bodies as exhibit,16,1.11,3,true,TEHark,FrankPearson,false,1,1,3,203.65488839149475,1389.3770596981049,2022.9261275529861,2091.3331758975983
opposite electrical energies in,17,1.11,3,true,TEHark,FrankPearson,false,1,1,3,202.31357371807098,1304.8742352724075,2136.9377331733704,2199.9795228242874
our artificial experiments,18,1.11,3,true,TEHark,FrankPearson,false,1,1,3,219.75066447257996,1294.1437178850174,2240.2189630270004,2284.4823472499847
ought under certain circumstances,19,1.11,3,true,TEHark,FrankPearson,false,1,1,3,198.28962969779968,1475.221198797226,2339.476248860359,2399.8354091644287
