consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]P[unclear]x[/unclear][/deletion],1,177.884,3,false,"","",false,1,1,4,1013.0829560932439,931.0700137189449,1364.412000250876,1366.7891501876845
[deletion]Bright shines that lovely[/deletion] evening,2,177.884,3.2,false,"","",false,1,1,4,997.6312547978448,299.9270931557867,1222.9694253024031,1255.0614482028345
[deletion][underline]star[/underline][/deletion],3,,0,true,"",E_L_Bird,false,1,1,0,,,,
[deletion][unclear]Till[/unclear][/deletion],4,177.884,3,true,"",E_L_Bird,false,1,1,4,858.5658524567948,682.6540820004676,1171.859930860131,1169.482735582094
- [deletion][unclear]High[/unclear][/deletion] in the [deletion][unclear]blu[/unclear][/deletion] blue,5,177.884,3.5,true,"",E_L_Bird,false,1,1,4,942.9559447679025,366.4882888934578,1102.9215398444226,1108.8645053689015
[deletion]In the [deletion][unclear]meridian[/unclear][deletion [insertion][underline][deletion]unclouded[/deletion][/underline] sky[/insertion] azure sky,6,177.884,3.5,true,"",E_L_Bird,false,1,1,4,1021.4031168957599,309.43578358547825,950.7815861447821,985.2507136407934
[deletion]The [unclear]t[/unclear][/deletion],7,177.884,3,true,"",E_L_Bird,false,1,1,3,1021.4031168957599,309.43578358547825,950.7815861447821,985.2507136407934
[deletion]A majesty of light appears.[/deletion],8,177.884,3.6,false,"","",false,1,1,4,975.0479676683337,220.29130071829604,916.3124133075422,915.1237929979093
The lovely & moon is mounted,9,177.884,3,false,"","",false,1,1,4,950.0875306020142,255.94909386516906,785.5671717690084,799.8302980960033
high,10,,0,true,"",E_L_Bird,false,1,1,0,,,,
[deletion]No[/deletion],11,177.884,3,false,"","",false,1,1,3,939.390174521461,891.8464503256304,682.159471892374,685.7253328212729
[deletion]P[unclear]x[/unclear][/deletion],12,,0,true,"",Stella_Liu,false,1,1,0,,,,
[deletion]Bright shines that lovely[/deletion] evening,13,,0,true,"",Stella_Liu,false,1,1,0,,,,
[underline]star[/underline],14,,0,true,"",sruston,false,1,1,0,,,,
[deletion]Till[/deletion],15,,0,true,"",sruston,false,1,1,0,,,,
- [deletion]High[/deletion] in the [deletion]blu[/deletion] blue,16,,0,true,"",sruston,false,1,1,0,,,,
In the [deletion]meridian[deletion] [insertion][deleted][underline]unclouded[/underline][/deleted] sky[/insertion] azure sky,17,,0,true,"",sruston,false,1,1,0,,,,
[deletion]The [unclear]t[/unclear][/deletion],18,,0,true,"",Stella_Liu,false,1,1,0,,,,
[deletion]A majesty of light appears.[/deletion],19,,0,true,"",Stella_Liu,false,1,1,0,,,,
The lovely moon is mounted,20,,0,true,"",sruston,false,1,1,0,,,,
high,21,,0,true,"",Stella_Liu,false,1,1,0,,,,
[deletion]No[/deletion],22,,0,true,"",Stella_Liu,false,1,1,0,,,,
