consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]The past the present & the future hour[/deletion],1,-0.4399999999999977,3,true,"",E_L_Bird,false,1,1,3,189.5268365647552,1179.0977393753728,216.6449410942287,194.07775973024656
Brightens with scenes that never die,2,-0.4399999999999977,3.5,true,"",E_L_Bird,false,1,1,4,207.58058165594096,1068.5185506918604,288.8599214589716,253.8807903447993
And moral feelings rise,3,-0.4399999999999977,3,false,"","",false,1,1,3,224.50596767892753,720.983957686535,414.10777802907256,391.5405966650904
More deep more strong in those that prize,4,-0.4399999999999977,3,false,"","",false,1,1,3,218.86417233793205,1215.2052295577444,495.3496309394083,480.6809630528199
Its [unclear][deletion]xxx[/deletion][/unclear] [insertion][unclear]xxxx[/unclear][/insertion] & [unclear]under witchery[/unclear],5,-0.4399999999999977,3,true,E_L_Bird,E_L_Bird,false,1,1,4,128.59544688200342,1012.1005972819047,599.1586652137263,556.2810206221602
wild,6,-0.4399999999999977,3,false,"","",false,1,1,3,391.50310977239553,521.2644026152929,662.3467730328763,643.1646688734915
[deletion]As that[/deletion] [insertion][unclear]As[/unclear][/insertion] which raises the tumultuous waves,7,-0.4399999999999977,3.75,true,"",E_L_Bird,false,1,1,4,227.89104488352487,1179.0977393753728,759.3856528979996,749.2304212842076
Towards the full orbed & meridian [underline]moon[/underline].,8,-0.4399999999999977,3.857142857142857,false,"","",false,1,1,4,229.019403951724,1138.476812920205,834.9857104673398,834.9857104673398
Gifted with influence that might,9,-0.4399999999999977,3,false,"","",false,1,1,3,259.48509879309995,1097.855886465037,936.5380266052596,926.3827949914676
enslave.,10,-0.4399999999999977,3,false,"","",false,1,2,3,953.4259257355512,1121.5514268972183,976.0305939922282,981.6723893332238
"And guiding others by as strong a tie,",11,-0.4399999999999977,3,true,"",E_L_Bird,false,1,1,3,266.2552532022945,1075.288705101055,1003.1112116290069,1024.55003392479
As that,12,-0.4399999999999977,3.5,false,"","",false,1,1,4,269.64033040689185,504.3390165923063,1064.0426013117587,1076.454551061949
A mighty influence to attain,13,-0.4399999999999977,3,false,"","",false,1,1,3,308.0045387256615,989.5334159179225,1143.0277360856962,1149.797890494891
The influence of a ruler to attain.,14,-0.4399999999999977,3,false,"","",false,1,1,3,304.6194615210642,1126.0648631700149,1206.2158439048462,1224.2695889960319
[deletion]And[/deletion] [insertion]To[/insertion] govern Nature by as strong a tie,15,-0.4399999999999977,3,true,"",E_L_Bird,false,1,1,3,300.10602524826777,1196.0231253983595,1278.4308242695893,1284.0726196105848
As that which raises the tumultuous,16,-0.4399999999999977,3,false,"","",false,1,1,3,301.23438431646684,1224.2321021033372,1331.4637004749472,1348.389086497934
main.,17,-0.4399999999999977,3,false,"","",false,1,1,5,311.38961593025886,444.5359859777535,1377.7264222711106,1381.111499475708
-Towards the full moon in the,18,-0.4399999999999977,3,false,"","",false,1,1,3,330.5717200896437,1086.572295783046,1445.427966363057,1457.8399161132472
[unclear]southern[/unclear] sky,19,-0.4399999999999977,3,false,"","",false,1,1,4,362.1657739992187,652.1540545263894,1526.669819273393,1522.1563830005964
