consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
1,1,0.076,1,false,"","",true,1,2,1,1462.4672894883947,1530.585278217662,98.16523213184996,96.85529099075018
Lecture 2 - March 19. 1808,2,0.076,7,false,"","",false,1,1,9,616.9406380154699,1275.5410316261616,202.64425173256896,195.90432533583115
Electro - Chem.[superscript]l[/superscript] Science - -,3,0.076,1,true,"",E_L_Bird,true,1,1,1,650.9342771120866,1163.4511189700088,246.76734094670618,260.0548268539129
1),4,,0,true,"",E_L_Bird,false,1,1,0,,,,
- - . Matter appears to us through the,5,0.076,7.666666666666667,false,"","",false,1,1,11,382.37063481166194,1497.536056870108,500.3005263012023,486.7278634381794
mediums of the sensations of touch & of vision ,6,0.076,8.818181818181818,true,"",E_L_Bird,false,1,1,11,221.77144291389652,1502.4113416454252,589.516347940363,569.4178897236384
- & all our judgements with regard to external,7,0.076,9.88888888888889,false,"","",false,1,1,11,219.53768416839685,1469.7954637733465,682.4079008950204,659.6046059817729
things are founded upon the correspondence,8,0.076,10,false,"","",false,1,1,10,223.8563913793717,1502.693687856859,766.093637556652,743.8585250482149
or coincidence of these two senses. (As the,9,0.076,9.666666666666666,true,"",C.NG,false,1,1,11,235.9294684082688,1478.9698750338355,857.1639866441794,841.1550979339952
impressions we derive from them are almost infinitely,10,0.076,8.875,false,"","",false,1,1,9,231.74630412487184,1563.334406397773,959.549819213694,933.7968166892645
"diversified, we assume an equal diversity of",11,0.076,8.857142857142858,false,"","",false,1,1,9,240.4085390394419,1527.9653959354625,1053.2224127041413,1036.0974058655083
external objects - As the images of things appear,12,0.076,8.444444444444445,false,"","",false,1,1,9,236.7545903636199,1550.53028286565,1144.223973705393,1124.199917616367
to us in parts & in successions so we assume,13,0.076,8.4,false,"","",false,1,1,9,238.58947261571768,1548.9247540193671,1235.2114950540454,1223.9141920341176
divisibility & extension as properties of matter,14,0.076,7.571428571428571,false,"","",false,1,1,9,230.38979079637463,1557.4761316307383,1324.7849860146168,1319.5946871042252
& this mode of reasoning which is derived imme=,15,0.076,8.222222222222221,true,"",E_L_Bird,false,1,1,9,232.22394016635366,1546.3050216503218,1424.6323377614608,1407.4090751836015
=diately from the powers of the Human Understanding,16,0.076,6.888888888888889,true,"",E_L_Bird,false,1,1,9,242.71674790721326,1568.574170962172,1520.9905695775071,1515.2329971192542
is justly applied in its various details to the,17,0.076,8.88888888888889,false,"","",false,1,1,9,229.92013153541563,1541.6877660304822,1607.580067396164,1599.3806665737227
phenomena of the external Universe. - - -,18,0.076,6,false,"","",false,1,1,9,215.4350600440984,1422.0885252188034,1708.6002810463597,1702.867628287012
– - - [underline]Change[/underline] is the essence of all the operations,19,0.076,4.818181818181818,false,"","",false,1,1,6,234.58416712924122,1566.1045574627105,1829.6587444609168,1823.4256628324997
Change is the essence of all the operations,20,0.076,6.875,false,"","",false,1,1,7,430.060444174336,1559.7728527236495,1841.1277151028507,1824.8501006171182
in Nature & change may constantly be referred,21,0.076,8.625,false,"","",false,1,1,9,214.111630854408,1541.0649572596144,1934.7307706990828,1915.3922256506573
to motion; [insertion].-But[/insertion] (but for motion there must be a,22,0.076,5.071428571428571,true,"",E_L_Bird,false,1,1,9,214.111630854408,1526.1152401395225,2029.434391639298,2021.982219767062
moving cause; & this necessarily implies the,23,0.076,7.125,true,"",E_L_Bird,false,1,1,9,235.03366365535064,1527.4063540972684,2136.229127764702,2129.914961507743
existence of active powers. - - -,24,0.076,6.428571428571429,false,"","",false,1,1,9,226.3071572310169,1086.080644423086,2232.359916205678,2233.57627761364
- - In the great phenomena of the solar,25,0.076,7.444444444444445,false,"","",false,1,1,9,216.10116839408875,1534.5152515541156,2332.1353424163126,2336.888832464718
"system, the various & harmonious mutations",26,0.076,8,false,"","",false,1,1,9,177.92424201770865,1537.6847570752373,2430.9746648073196,2440.5322468025574
