consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
in the solution of Galls; & was,1,0.751,3,false,"","",false,1,1,3,123.05102133750916,1041.9591566324234,142.35108923912048,167.8468062877655
rendered incapable of acting upon,2,0.751,3,false,"","",false,1,1,3,129.4249505996704,1152.4405971765518,235.83538508415222,265.5803883075714
the solution of gelatine; - Though,3,0.751,3,false,"","",false,1,1,3,163.41923999786377,1166.2507772445679,304.8862854242325,350.5661118030548
When an Acid was added this,4,0.751,3,false,"","",false,1,1,3,170.85549080371857,1084.452018380165,381.37343657016754,400.4952243566513
power was restored to it._,5,0.751,3,false,"","",false,1,1,3,159.1699538230896,1115.2593431472778,453.61130154132843,469.54612469673157
- The solution [deletion]terra[/deletion] gave,6,0.751,3,true,"",a_s_wolf,false,1,1,3,268.5890728235245,1086.5766614675522,550.2825481891632,555.5941559076309
a copious precipitate with,7,0.751,3,false,"","",false,1,1,3,172.98013389110565,1026.0243334770203,620.395770072937,627.8320208787918
lime water of a deep brown,8,0.751,3,false,"","",false,1,1,3,188.9149570465088,1072.7664813995361,697.9452427625656,688.3843488693237
colour; - When it was,9,0.751,3,false,"","",false,1,1,3,187.85263550281525,1037.7098704576492,765.9338215589523,742.5627475976944
boiled with lime [insertion]or magnesia[/insertion] it lost its,10,0.751,3,true,AmiKamm,a_s_wolf,false,1,1,3,195.28888630867004,1123.7579154968262,841.35866522789,836.0470575094223
power of precipitating: gelatine,11,0.751,3,false,"","",false,1,1,3,198.47585093975067,1143.9420248270035,914.6588517427444,934.8429610729218
[deletion]& xxxx[/deletion] & both the Tannin,12,0.751,3,false,"","",false,1,1,3,193.16424322128296,1092.9505907297134,1002.8315069675446,1013.45472240448
& extractive matter seemed,13,0.751,3,false,"","",false,1,1,3,197.41352939605713,1086.5766614675522,1070.8200857639313,1080.3809796571732
to unite for the most part,14,0.751,3,false,"","",false,1,1,3,202.72513711452484,1078.0780891180038,1149.4319081306458,1157.930480480194
with the earths; though a,15,0.751,3,false,"","",false,1,1,3,215.47299563884735,1021.7750473022461,1206.7972785234451,1216.358172416687
small portion of them was,16,0.751,3,false,"","",false,1,1,3,209.0990663766861,1060.0186228752136,1272.6612142324448,1272.6612142324448
probably dissolved; [deletion]in the fluid[/deletion],17,0.751,3,false,"","",false,1,1,3,228.22085416316986,1079.1404106616974,1335.3381853103638,1337.4628283977509
[deletion]which come from the[/deletion],18,0.751,3,false,"","",false,1,1,3,239.90639114379883,1012.2141534090042,1399.0774779319763,1408.6383718252182
[deletion]residual[/deletion] The residual fluids,19,0.751,3,true,"",E_L_Bird,false,1,2,3,595.7841082811356,1157.7522048950195,1455.380519747734,1470.2530213594437
