consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
13,1,-0.8690000000000282,3,false,"","",false,1,2,3,1143.8083149546824,1183.8278806646522,101.5647407477341,100.35199999999998
[Pencil cross through whole page],2,,0,true,"",Fierengraw,false,1,1,0,,,,
In the common practice of Agriculture,3,-0.8690000000000282,3.3333333333333335,true,"",Fierengraw,false,1,1,4,119.06581448262841,1084.3853598942596,153.71139010574012,144.00969543051355
certain substances are then mixed with the,4,-0.8690000000000282,3.5,true,"",Fierengraw,false,1,1,4,47.515752643504555,1171.7007507552867,232.53773451661624,224.04873432779453
seeds or applied to them immediately before,5,-0.8690000000000282,3.7142857142857144,false,"","",false,1,1,4,71.41003835854386,1166.0383947311284,296.7428530071651,298.81797785336903
they are sown - ,6,-0.8690000000000282,3.2,true,"",Fierengraw,false,1,1,4,69.34460035876134,548.3662086480361,407.1683774546827,387.76508062688805
[underline]Wheat[/underline] is sometimes steeped in brine but,7,-0.8690000000000282,3.4285714285714284,false,"","",false,1,1,4,182.42921763045524,1178.4891438083519,485.5792140117247,465.8655279727871
more commonly it is mixed with a small,8,-0.8690000000000282,3.7777777777777777,true,"",Fierengraw,false,1,1,4,100.87511961858007,1089.2362303625375,579.3736314199394,567.2465015105738
quantity of powdered or slacked quicklime,9,-0.8690000000000282,3.6666666666666665,false,"","",false,1,1,4,80.74810016646163,1174.3388941159442,651.5892017080407,629.8003908228993
Neither of these substances appear to be,10,-0.8690000000000282,3.4285714285714284,true,"",Fierengraw,false,1,1,4,129.98024990558912,1080.747276435045,779.4712749244711,752.791579871601
possessed of any peculiar chemical agency,11,-0.8690000000000282,3,false,"","",false,1,1,3,90.08616197437942,1130.761272345661,849.7636245205182,827.9748136353767
upon the grain; and and its great efficacy,12,-0.8690000000000282,3.75,false,"","",false,1,1,4,85.9359122819715,1138.0242093073748,929.6559310993703,919.2803068683506
is probably that of defending it in some,13,-0.8690000000000282,3.375,true,"",Fierengraw,false,1,1,4,54.79203521525682,1145.0210094410872,1022.0138731117822,1008.6740487160118
measure from the attacks of insects - ,14,-0.8690000000000282,3.5,true,"",Fierengraw,false,1,1,4,80.25901265105745,1140.1701389728094,1109.3293102341386,1091.1386153700905
An Italian Experimenter D[superscript]r[/superscript] Scandella has,15,-0.8690000000000282,3.8333333333333335,true,"",Fierengraw,false,1,1,4,84.89834985886952,1131.7988347687633,1206.685098067598,1192.1592241441701
recommended a solution of nitre with a little,16,-0.8690000000000282,3.75,false,"","",false,1,1,4,62.06831778700908,1143.8083149546824,1307.0014259818727,1290.0234256042293
alum and vitrol as a powerful menstruum,17,-0.8690000000000282,3,false,"","",false,1,1,3,86.97347470507347,1172.2637692697404,1388.2585221104437,1375.80777303322
in increasing the rapidity of Germination - ,18,-0.8690000000000282,3.4285714285714284,true,"",Fierengraw,false,1,1,4,60.855600169939606,1168.0625747734136,1480.4194391993951,1491.3337820996974
