consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
29,1,-6.028999999999996,3,false,"","",false,1,1,3,993.782280921936,1052.611120223999,96.35758256912231,90.27184057235718
"by a small stream, & none",2,-6.028999999999996,3.6666666666666665,true,"",raspence,false,1,1,4,94.10675573348999,801.06711769104,256.61545515060425,128.81487321853638
in the lake of Geneva when,3,-6.028999999999996,3,false,"","",false,1,1,3,105.26394939422607,814.2528920173645,326.6014881134033,226.18674516677856
they cannot rise through the,4,-6.028999999999996,3.8,true,TEHark,E_L_Bird,false,1,1,4,94.10675573348999,888.2960863113403,400.64468240737915,287.04416513442993
subterranean fall - is another,5,-6.028999999999996,3,false,"","",false,1,1,3,111.34969139099121,887.2817959785461,478.74503803253174,375.2874240875244
fact in favour of my opinion.,6,-6.028999999999996,3,false,"","",false,1,1,3,108.30682039260864,923.796247959137,546.7024903297424,448.31632804870605
Are there Eels in the black sea.,7,-6.028999999999996,3,false,"","",false,1,1,3,152.93559503555298,899.4532799720764,636.9743299484253,536.5595870018005
& in the Danube.,8,-6.028999999999996,3,false,"","",false,1,1,3,144.82127237319946,531.2658891677856,705.9460725784302,652.1886849403381
Not but fatter when,9,-6.028999999999996,3.2,true,"",raspence,false,1,1,4,563.8388153331136,955.1828675015103,617.5508059853321,577.6686068605944
put there,10,-6.028999999999996,3,true,"",E_L_Bird,false,1,1,4,648.5884587586344,856.723692869496,644.969773311769,625.0286975210377
to enquire this summer. -,11,-6.028999999999996,3.6,true,"",E_L_Bird,false,1,1,4,230.68825266569883,911.4776814065691,763.355582032202,660.6339071737142
Lamprey Neunaugel,12,-6.028999999999996,3,false,"","",false,1,1,3,499.0302952415991,980.1092360115618,758.3847666726506,688.5909300901783
nine eye G.,13,-6.028999999999996,2.5,true,"",E_L_Bird,true,1,1,5,885.3889596041255,1083.5536082763467,745.9215824176247,754.6458327906164
In the Isonzo - in the,14,-6.028999999999996,3.3333333333333335,true,"",raspence,false,1,1,4,171.89083521373038,836.5992909209814,862.8125196794431,774.8760120530907
Zirnitz see? - There are in,15,-6.028999999999996,4,true,"",raspence,false,1,1,5,172.74969815569779,1010.2535826094398,935.6278421306191,849.3860450301148
the [unclear]sile.-[/unclear] near Treiso.,16,-6.028999999999996,2.4,true,aplacey,E_L_Bird,true,1,1,5,81.3253271856745,784.6752583306838,982.7229351334054,907.0217714581793
The exp[superscript]t[/superscript] to make would,17,-6.028999999999996,3.8,false,"","",false,1,1,4,190.56495634180467,863.2511053203052,1048.8416383237486,964.5163150431977
be to confine large Eels,18,-6.028999999999996,3,true,"",raspence,false,1,1,3,113.90556489511357,875.7082856736296,1116.8768701651147,1042.1339708154003
in salt water ponds & ice.,19,-6.028999999999996,3,false,"","",false,1,1,3,121.57151500599659,872.8335292511416,1191.6198060688757,1119.7516631416493
if they become Congers &,20,-6.028999999999996,3,false,"","",false,1,1,3,131.153938936833,905.4137852376039,1266.362668864544,1194.494489383271
"to confine, a conger or two",21,-6.028999999999996,3,false,"","",false,1,1,3,140.3168360972095,968.2382966201152,1334.9490010830166,1258.2896096363254
in ponds of S water & ice if,22,-6.028999999999996,3,false,"","",false,1,1,3,153.73222594497577,903.0777846471906,1412.5666203011729,1333.9907733115515
they will generate fresh water,23,-6.028999999999996,3,false,"","",false,1,1,3,148.94101397955757,907.8689966126087,1474.8523758516094,1387.6523327026166
eels. - Lacepede in the continuation,24,-6.028999999999996,4.5,false,"","",false,1,1,5,177.11511209649893,1073.136529695291,1537.5552859603586,1462.8003089081742
of Buffon asserts that Eels are viviparous!!,25,-6.028999999999996,3.875,true,"",E_L_Bird,false,1,1,4,177.1370650656052,1067.9670861504273,1588.9689595489706,1526.6731519399182
to [unclear]axxxxx[/unclear]. I think this impossible of the,26,-6.028999999999996,4.25,true,"",raspence,false,1,1,5,158.43724642186854,1037.1455099133516,1624.1956214141337,1563.8263579606737
"fringes are ovaria, an eel must have millions",27,-6.028999999999996,3.625,true,"",E_L_Bird,false,1,1,4,162.4024206143796,1086.456919951959,1660.1230127974354,1617.5542267738929
