consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]from these are the parts[/deletion],1,,0,true,"",RebekahMM,false,1,1,0,,,,
[deletion][unclear]xxxxx[/unclear] are their principle[/deletion],2,,0,true,"",RebekahMM,false,1,1,0,,,,
[deletion]representations; of the [underline]inventors[/underline][/deletion],3,,0,true,"",RebekahMM,false,1,1,0,,,,
In the [deletion]poems of[/deletion] Iliad & the,4,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,664.4367408752441,2408.883312225342,1060.7322444915771,1024.7230262756348
"Odyssey, the precious metals",5,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,332.35172843933105,2132.81263923645,1252.7814083099365,1192.7660446166992
are [deletion]constantly[/deletion] [insertion]often[/insertion] mentioned: &,6,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,304.3445587158203,2328.8628273010254,1472.8377418518066,1408.8213539123535
"iron, brass, tin and lead are",7,-1.3249999999999886,1,false,"","",true,1,1,1,340.3537769317627,2376.8751182556152,1648.8828086853027,1532.853105545044
[insertion]likewise[/insertion] stated as being in common,8,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,252.33124351501465,2432.8894577026367,1764.9125118255615,1768.9135360717773
use. [underline]Homer[/underline] gives a particular,9,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,348.35582542419434,2564.923257827759,1960.9626846313477,1936.9565391540527
account of the methods of,10,-1.3249999999999886,1,false,"","",true,1,1,1,372.36197090148926,2344.8669242858887,2121.0036544799805,2092.9964847564697
"fusing, casting, polishing and",11,-1.3249999999999886,1,false,"","",true,1,1,1,372.36197090148926,2328.8628273010254,2281.0446243286133,2249.0364303588867
tempering the metals; but,12,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,368.36094665527344,2272.848487854004,2477.094808578491,2417.079444885254
makes no mention of their,13,-1.3249999999999886,1,false,"","",true,1,1,1,416.3732376098633,2356.869997024536,2685.148069381714,2593.12451171875
"ores, nor of the [deletion]places[/deletion] [insertion]positions[/insertion] in",14,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,420.3742618560791,2368.8730697631836,2833.185966491699,2789.174699783325
"which they are found, nor",15,-1.3249999999999886,1,false,"","",true,1,1,1,396.3681163787842,2396.8802394866943,2997.2279987335205,2965.219804763794
of the means by which,16,-1.3249999999999886,1,false,"","",true,1,1,1,456.3834800720215,2192.8280029296875,3189.27716255188,3157.2689685821533
they were procured. -,17,-1.3249999999999886,1,true,"",RebekahMM,true,1,1,1,464.3855285644531,1836.7368450164795,3365.322229385376,3357.3201808929443
