consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]The primitive Rocks are[/deletion],1,-0.09699999999997999,1,false,"","",true,1,1,1,205.3331070681425,1367.3446266891792,576.8669085952587,549.4609765287248
[underline]The primitive Rocks are[/underline] [underline]the substances[/underline],2,-0.09699999999997999,1,false,"","",true,1,1,1,216.7599718346754,2263.824621670494,774.0853199958541,750.7790810982927
which occupy the lowest part of the surface,3,-0.09699999999997999,1,false,"","",true,1,1,1,127.41938939402297,2306.552726316023,972.1883506251269,944.9977385779717
of the Earth penetrated by human [underline]labour.[/underline],4,-0.09699999999997999,1,false,"","",true,1,1,1,119.6506430948358,2302.6683531664294,1158.638261805619,1131.4476497584637
And the form the summits of most of the,5,-0.09699999999997999,1,false,"","",true,1,1,1,158.4943745907716,2221.096517024964,1314.0131877893623,1310.1288146397687
[underline]highest eminences of mountainous Countries[/underline],6,-0.09699999999997999,1,false,"","",true,1,1,1,158.4943745907716,2236.6340096233384,1512.116218418635,1516.0005915682286
The great masses of [underline]primitive Rocks[/underline] are of,7,-0.09699999999997999,1,false,"","",true,1,1,1,313.869300574515,2271.593367969681,1683.0286370007525,1698.5661295991272
[underline]several species[/underline] which have characters peculiar,8,-0.09699999999997999,1,false,"","",true,1,1,1,123.53501624442941,2329.8589652135847,1877.2472944804317,1877.2472944804317
to themselves and wholly different from those,9,-0.09699999999997999,1,false,"","",true,1,1,1,135.18813569321014,2302.6683531664294,2059.8128325113303,2067.5815788105174
of all other [underline]substances[/underline].-,10,-0.09699999999997999,1,true,"",deehar,true,1,1,1,111.88189679564869,1494.7187380509642,2265.68460943979,2257.915863140603
These characters it will be necessary for,11,-0.09699999999997999,1,false,"","",true,1,1,1,341.05991262167004,2294.8996068672423,2440.4814011715016,2471.55638636825
us particularly to attend to,12,-0.09699999999997999,1,false,"","",true,1,1,1,115.76626994524224,1483.0656186021833,2603.625073454432,2603.625073454432
They may be considered Geologically as two,13,-0.09699999999997999,1,false,"","",true,1,1,1,365.02965531978305,2318.869349565355,2753.4118655596417,2761.180611858829
Kinds.,14,-0.09699999999997999,1,false,"","",true,1,1,1,135.85163949376158,516.5202081539327,2889.364925795417,2885.4805526458235
The first are the external characters of,15,-0.09699999999997999,1,false,"","",true,1,1,1,163.0422515409167,2109.1131994873017,3060.2773443775345,3064.161717527128
[underline]particular specimens[/underline] considered as to appearance,16,-0.09699999999997999,1,false,"","",true,1,1,1,131.96726634416802,2346.0599616125105,3223.4210166604653,3227.305389810059
weight and hardness -,17,-0.09699999999997999,1,true,"",deehar,true,1,1,1,341.7234164222215,1328.3541964189915,3316.645972250711,3328.299091699492
