consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
from the multitude of facts,1,-1.1820000000000164,1,false,"","",true,1,1,1,876.5726837326595,1903.869610919216,563.4344686583455,507.75733418046866
which crowded on his Mind.,2,-1.1820000000000164,1,true,"",RebekahMM,true,1,1,1,888.5814524019281,2045.7917303882828,635.4871500828676,592.91055866385
M[superscript]r[/superscript] Playfair gifted with,3,-1.1820000000000164,1,false,"","",true,1,1,1,897.315120010937,1985.7476926969912,746.8413079843655,729.3740282934757
the faculty of [underline]selection[/underline],4,-1.1820000000000164,1,false,"","",true,1,1,1,903.8653776585846,1939.895944690586,860.3789036107885,840.7281861949735
has discriminated such,5,-1.1820000000000164,1,true,"",RebekahMM,true,1,1,1,918.1029167351235,1889.7228204980588,975.4077377405105,959.0321213849554
phaenomena only as are,6,-1.1820000000000164,1,false,"","",true,1,1,1,890.8102228091983,2030.5530545232791,1072.5697308931603,1047.4604469285964
calculated to elucidate,7,-1.1820000000000164,1,false,"","",true,1,1,1,908.277558027216,2069.854489354909,1179.5570688719358,1153.3560938084734
[underline]his opinions[/underline] - He has given,8,-1.1820000000000164,1,false,"","",true,1,1,1,915.9195067737622,2139.7238302269798,1290.9112545369976,1269.0770993962576
to [underline]the plutonic Theory[/underline],9,-1.1820000000000164,1,false,"","",true,1,1,1,935.5702519531411,2040.3784687583147,1431.7415718529098,1401.1737213395968
"[underline]a new, a more[/underline] [insertion]philosophical[/insertion] [deletion]beautiful[/deletion]",10,-1.1820000000000164,1,true,"",RebekahMM,true,1,1,1,957.8198600777246,2156.9387948834974,1540.4023913164901,1542.4823842616695
"& [underline]a more fascinating[/underline] form,",11,-1.1820000000000164,1,true,"",RebekahMM,true,1,1,1,898.07521139898,2140.874130296245,1639.2023074736885,1635.042348031875
|_ & whatever may be the,12,-1.1820000000000164,1,true,"",RebekahMM,true,1,1,1,905.3552263799255,1965.114237130504,1766.0821945121709,1736.9622403825697
fate of the opinions,13,-1.1820000000000164,1,false,"","",true,1,1,1,939.6751760967477,1963.0342177367793,1857.6020956884236,1833.682190043134
of D[superscript]r[/superscript] Hutton the work,14,-1.1820000000000164,1,false,"","",true,1,1,1,930.315194619168,2071.1942740628288,1959.522040936209,1936.6420391936003
of the [deletion]proper[/deletion] [insertion]distinguished[/insertion],15,-1.1820000000000164,1,false,"","",true,1,1,1,933.435184036937,1948.4742935690692,2076.0019103517043,2071.8419244613456
