consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]with the active state of Volcanoes &[/deletion],1,0.516,2.7142857142857144,true,"",LH1980Lancaster,true,1,1,3,216.6290545463562,1503.5291422605515,226.34261012077332,214.1445050239563
[deletion]the phaenomenon of combustion;[/deletion],2,0.516,2.75,true,"",LH1980Lancaster,true,1,1,3,226.11646962165833,1355.118863582611,338.83624601364136,322.572105884552
"[deletion]& in general likewise, these slow[/deletion]",3,0.516,2.7142857142857144,true,"",LH1980Lancaster,true,1,1,3,230.18250465393066,1367.316968679428,451.3298819065094,452.68522691726685
[deletion]& gradual alterations which[/deletion],4,0.516,2.5,true,"",LH1980Lancaster,true,1,1,3,234.248539686203,1280.5748879909515,567.8895528316498,557.0467927455902
[deletion]are [insertion]usually[/insertion] referred to the[/deletion],5,0.516,2.6666666666666665,true,"",LH1980Lancaster,true,1,1,3,266.7768199443817,1375.4490387439728,668.1850836277008,655.9869785308838
[deletion]destructive operation of[/deletion],6,0.516,2.5,true,"",LH1980Lancaster,true,1,1,3,269.4875099658966,1318.52454829216,780.6787195205688,775.2573394775391
[deletion]time; but which are merely[/deletion],7,0.516,2.6666666666666665,true,"",LH1980Lancaster,true,1,1,3,269.4875099658966,1298.1943731307983,885.0402977466583,874.1975376605988
[deletion]new arrangements of the same[/deletion],8,0.516,2.6,true,"",LH1980Lancaster,true,1,1,3,293.88372015953064,1360.5402436256409,1005.666003704071,983.9804835319519
"[deletion]Materials, processes no less of[/deletion]",9,0.516,2.6,true,"",LH1980Lancaster,true,1,1,3,304.7264802455902,1380.8704187870026,1101.8954994678497,1104.6061894893646
[deletion]renovation than of decay . -[/deletion],10,0.516,2.6666666666666665,true,"",LH1980Lancaster,true,1,1,3,303.37113523483276,1257.534022808075,1198.1249923706055,1203.5463724136353
[deletion]-.... In artificial operations also a,11,0.516,2.4,true,"",E_L_Bird,true,1,1,3,486.342711687088,1498.7854347229004,1352.6344118118286,1371.6092419624329
[deletion]perfected by human ingenuity or industry[/deletion] a,12,0.516,2.75,true,"",LH1980Lancaster,true,1,1,3,219.3397445678711,1451.3483593463898,1432.599767446518,1463.7727026939392
[deletion]most copious collection might[/deletion],13,0.516,2.4,true,"",LH1980Lancaster,true,1,1,3,219.3397445678711,1215.5183274745941,1542.382713317871,1543.7380583286285
[deletion]be made. - Whenever the Nature[/deletion],14,0.516,2.6666666666666665,true,"",LH1980Lancaster,true,1,1,3,211.20767450332642,1325.3012733459473,1648.099624156952,1653.5210041999817
[deletion]of Substances is changed the[/deletion],15,0.516,2.6,true,"",LH1980Lancaster,true,1,1,3,220.69508957862854,1227.7164325714111,1738.9077398777008,1761.9486050605774
[deletion]result is chemical - By[/deletion],16,0.516,2.6,true,"",LH1980Lancaster,true,1,1,3,209.85232949256897,1199.2541873455048,1833.781890630722,1859.5334458351135
[deletion]chemistry the [unclear]ashes[/unclear] of marine[/deletion],17,0.516,2,true,"",LH1980Lancaster,true,1,1,2,232.89319467544556,1173.5026321411133,1932.7220764160156,1961.184321641922
[deletion]Vegetables are united to Oils[/deletion],18,0.516,2.6,true,"",LH1980Lancaster,true,1,1,3,220.69508957862854,1256.1786777973175,2034.372952222824,2068.2565774917603
[deletion]so as to form Soap or combined[/deletion],19,0.516,2.7142857142857144,true,"",LH1980Lancaster,true,1,1,3,219.3397445678711,1314.4585132598877,2131.9577672481537,2178.039497613907
[deletion]with a fine sand so as to[/deletion],20,0.516,2.7142857142857144,true,"",LH1980Lancaster,true,1,1,3,228.82715964317322,1303.6157531738281,2247.1620931625366,2289.1777884960175
[deletion]constitute one of the most beautiful[/deletion],21,0.516,2.6666666666666665,true,"",LH1980Lancaster,true,1,1,3,228.82715964317322,1460.835774421692,2344.746908187866,2396.250018596649
