consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
45,1,-1.1990000000000123,3,false,"","",false,1,1,3,1034.4440308579276,1114.094548558706,135.34378219825868,141.56648482806366
1818,2,-1.1990000000000123,1.5,true,tossked,a_s_wolf,true,1,1,3,106.88305902481079,186.6909465789795,103.90404236316681,100.75373101234436
Feb[superscript]y[/superscript] 17[superscript]th[/superscript],3,-1.1990000000000123,1,true,"",a_s_wolf,true,1,1,1,78.53025686740875,223.4445790052414,183.71193301677704,180.5616216659546
102 gr of chloride of calcium dissolves was rendered neutral by,4,-1.1990000000000123,2.8181818181818183,false,"","",true,1,1,3,274.89966440200806,1092.9305118322372,178.46140956878662,202.61379659175873
40 parts of dilute Mur. Acid. 40 parts of this acid [unclear]principally[/unclear] N of S,5,-1.1990000000000123,2.6875,true,maryalio,a_s_wolf,true,1,1,3,150.98741793632507,1097.1309269666672,247.76826238632202,262.4697153568268
"gave 4.2 grs chloride of silver = ,85 gr of [insertion]pure[/insertion] lime in 102 chloride",6,-1.1990000000000123,2.8125,true,TEHark,a_s_wolf,true,1,1,3,154.13772928714752,1049.8762567043304,319.17531514167786,329.6763529777527
"If 102 [superscript]chl[/superscript] [unclear]contn[/unclear] ,85 [superscript]lime[/superscript] - 60.6 [superscript]chl[/superscript] contains ,505 [superscript]lime[/superscript]",7,-1.1990000000000123,2.8333333333333335,true,TEHark,a_s_wolf,true,1,1,3,251.79738116264343,858.7573680877686,374.830818772316,391.6324793100357
"60.6 - ,505 = 60,095 which [deletion]contains[/deletion] [insertion]is [unclear]equivalent[/unclear] to[/insertion] 3[deletion][unclear]x[/unclear][/deletion]0.89 lime",8,-1.1990000000000123,5.75,true,TEHark,a_s_wolf,false,1,1,6,167.3030504020893,872.9727929863178,435.7368413209915,440.98736023902893
then add -[underline] .505[/underline],9,-1.1990000000000123,1,false,"","",true,1,1,1,390.6641869544983,855.191620349884,465.44867849349976,466.7609028816223
[underline]31.395 lime[/underline],10,-1.1990000000000123,1,false,"","",true,1,1,1,669.511869430542,861.0966300964355,506.1276345252991,504.8154101371765
"64 Phospt of lime - 31.395 = 32,605 [unclear]Phosphorus[/unclear] acid",11,-1.1990000000000123,2.7,true,"",a_s_wolf,true,1,1,3,257.4734115600586,971.3234786987305,565.1777195930481,576.9877390861511
then 55 by lime PA is 57.1,12,-1.1990000000000123,2.7142857142857144,false,"","",true,1,1,4,229.26058721542358,718.0641717910767,639.9745197296143,641.9428563117981
Feb[superscript]y[/superscript] 18. ,13,-1.1990000000000123,2.3333333333333335,true,"",a_s_wolf,true,1,1,4,86.88606929779053,191.86402034759521,760.9506611824036,761.6067733764648
26.5 gr chlor lime gives [deletion][unclear]xxxx[/unclear][/deletion] 67.4 chloride of silver,14,-1.1990000000000123,1,false,"","",true,1,1,1,261.2008835673332,954.0573156476021,768.1757552623749,775.4434800744057
50.6 gr chlor of lime [unclear]xxxx[/unclear] to neutral parts of MA which gave,15,-1.1990000000000123,2.769230769230769,false,"","",true,1,1,3,251.51058381795883,1108.2945866584778,891.978763837323,896.8239137120102
gr of chloride of silver,16,-1.1990000000000123,1,false,"","",true,1,1,1,194.06480604410172,475.083498775959,964.4081779122353,960.3705530166626
60 grains 64 phosphate,17,-1.1990000000000123,2,false,"","",true,1,1,2,147.22835725545883,874.000838458538,1111.377722799778,1099.26484811306
31 of lime [underline]34.[/underline],18,-1.1990000000000123,1,false,"","",true,1,1,1,158.5337069630623,824.7418147325516,1175.9797211289406,1144.4862469434738
33 Phosphoric acid,19,-1.1990000000000123,2,false,"","",true,1,1,2,671.3120687007904,904.6867876648903,1200.2054705023766,1192.1302207112312
30,20,-1.1990000000000123,1,false,"","",true,1,1,1,676.9647435545921,733.4914920926094,1271.2676686644554,1262.3848938941956
[unclear]x[/unclear]1 34 30 55,21,-1.1990000000000123,2.25,false,"","",true,1,1,3,365.2601016163826,626.8981948494911,1381.4543262299048,1374.186601417874
[underline]3[/underline],22,-1.1990000000000123,1,false,"","",true,1,1,1,567.1413463950157,637.39601957798,1399.6641085147858,1403.7017334103584
34)165(,23,-1.1990000000000123,1,false,"","",true,1,1,1,472.6609238386154,649.508894264698,1459.4209569692612,1447.3080822825432
[underline]50[/underline],24,-1.1990000000000123,1,false,"","",true,1,1,1,834.432114481926,899.0341128110886,1374.6308224797249,1376.245872437954
32,25,-1.1990000000000123,2,false,"","",true,1,1,2,320.8462277650833,381.41060119867325,1503.8348308205605,1499.7972059249878
58.,26,-1.1990000000000123,1,false,"","",true,1,1,1,391.10090094804764,478.31359869241714,1569.2443541288376,1562.7841542959213
30 of oxygene 28 Phosphorus,27,-1.1990000000000123,4.8,false,"","",false,1,1,5,411.28902542591095,719.7635674476624,1641.9216022491455,1619.3109028339386
18 { [underline]28[/underline] },28,-1.1990000000000123,1,false,"","",true,1,1,1,411.28902542591095,637.39601957798,1767.087974011898,1755.7826243042946
[underline][/underline],29,82.73,1,false,"","",true,1,1,1,664.148255790087,764.251308323813,724.8289526928519,1509.5621954500807
