consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
"be considered as infinite,",1,2.212,1.75,false,"","",false,1,1,2,563.1117715817114,1794.2211117191496,485.926647425968,496.7861468697582
Take any one of the,2,2.212,2,false,"","",false,1,1,2,570.9783614135413,1733.2879636158182,641.7002024384892,656.1662639766494
[deletion]lesse[/deletion] lowest class of,3,2.212,1.75,true,"",deehar,false,1,1,2,604.3064849376317,1552.3283993638938,758.6761596526962,791.4684535486275
animals insects for,4,2.212,2,false,"","",false,1,1,2,614.4579526075681,1730.6539315606801,895.5666759765809,955.1200249870651
"instance, not only",5,2.212,2,false,"","",false,1,1,2,622.2235383011976,1676.1996565955303,1043.2968248764503,1088.165282311561
is their organization,6,2.212,2,false,"","",false,1,1,2,653.0682243530867,1682.2667473160084,1175.2896025869368,1221.8490171625613
fitted to all their,7,2.212,2,false,"","",false,1,1,2,621.1318398027299,1620.6961401361523,1321.3455223010033,1355.3298078409564
wants but their,8,2.212,2,false,"","",false,1,1,2,629.6247536289459,1486.9153440019672,1459.740168618374,1497.2601988701936
association in society,9,2.212,2,false,"","",false,1,1,2,649.9930310520016,1746.12724616818,1589.6461514218772,1637.102741522992
is provided for &,10,2.212,2,false,"","",false,1,1,2,647.6013596940808,1613.7001480652218,1703.522810753036,1754.178948823025
the laws of a perfect,11,2.212,1.8,false,"","",false,1,1,2,660.5476540448544,1598.8764904719585,1850.1402272294588,1896.0621589614088
social community as,12,2.212,2,false,"","",false,1,1,2,675.9666099154103,1671.1946096111656,1960.639438026012,2012.7973894848774
it were adopted by,13,2.212,1.75,true,"",deehar,false,1,1,2,658.1433240573285,1601.4075092416201,2083.753666458453,2135.112688241925
beings that we are,14,2.212,2.5,true,"",deehar,false,1,1,3,666.8439292907715,1607.6300394535065,2203.9906985199436,2253.205234733605
sure cannot reason.,15,2.212,1.3333333333333333,false,"","",false,1,1,2,667.6386265826965,1716.4923234308128,2346.574924026616,2381.6428118324793
