consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
Near Dunluce the [deletion]Basalt[/deletion] Chalk is surmounted,1,-0.103999999999985,3.857142857142857,false,"","",false,1,1,4,72.94057933832386,1201.6790227492536,149.8841217916531,157.51933589312884
by [underline]Basalt[/underline] the point of contact not,2,-0.103999999999985,3,false,"","",false,1,1,3,86.9384678124166,1149.5051123111352,217.32850897607594,218.6010001615816
easily accessible; but no reddening,3,-0.103999999999985,3.3333333333333335,true,"",Fierengraw,false,1,1,4,94.57365764221584,1122.7818993634849,291.1354977180862,279.6826644300344
of the [underline]flints[/underline] or at least I,4,-0.103999999999985,3,false,"","",false,1,1,3,144.20251289429325,1099.8762327873812,363.66999527459086,345.85448761392195
saw [underline]none[/underline] [deletion]though[/deletion] but my observation,5,-0.103999999999985,3.3333333333333335,true,"",Fierengraw,false,1,1,4,109.84408584516729,1197.861379291001,427.296739000761,408.2087158829099
was not minute?,6,-0.103999999999985,3,true,"",Fierengraw,false,1,1,4,127.9257997407118,665.9776289074614,485.6606018383807,493.48680252756503
At [deletion]Pliskin[/deletion] the [underline]causeway[/underline] immense,7,-0.103999999999985,3,false,"","",false,1,1,3,148.91440574310255,1108.4599623794231,562.4803627191553,574.1433516758726
[underline]strata of Basalt[/underline]. - the columnar,8,-0.103999999999985,3,false,"","",false,1,1,3,138.3116921866452,1134.9667462705665,650.4828973715942,640.9404389923255
stratum surmounted by prismatic,9,-0.103999999999985,3.75,false,"","",false,1,1,4,130.88978460789656,1103.1586056011943,725.7621474439845,715.1594338875271
[unclear]xxxx[/unclear] again by a second columnar -,10,-0.103999999999985,3,true,"",Fierengraw,false,1,1,3,89.24561467440478,1196.2701848863446,787.065047977957,788.221773740459
