consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
6,1,1.554,2,false,"","",false,1,1,2,214.0674808528255,309.4514593251914,251.16932312150686,251.16932312150686
He had embraced [underline]the comprehensive[/underline] Theory,2,1.554,2,false,"","",false,1,1,2,353.9639826122956,2541.4365555785553,422.86048437176555,451.47567791347547
[underline]in which[/underline] the sun is placed in the,3,1.554,2,false,"","",false,1,1,2,293.5541295797972,2385.642724073691,613.6284413164976,629.5257710618919
Centre and the Earth considered as revolving,4,1.554,2,false,"","",false,1,1,2,280.8362657834816,2554.1544193748705,791.678534464914,858.4473193955703
round it and in which the fixed stars,5,1.554,2,false,"","",false,1,1,2,299.9130614779549,2414.2579176154004,1020.6000827985924,1058.7536741875388
are regarded as suns and the planets,6,1.554,2,false,"","",false,1,1,2,284.01573173256054,2468.308838749741,1214.547505692403,1255.8805630304284
as habitable worlds. -,7,1.554,2,true,"",aplacey,false,1,1,2,284.01573173256054,1555.8021113641068,1427.571724280687,1443.4690540260815
but in less than a hundred years after,8,1.554,2,false,"","",false,1,1,2,330.3969019544567,2527.407872767953,1643.7380878225022,1704.1479408550008
[underline]his death[/underline] the vulgar notion was revived -,9,1.554,2,false,"","",false,1,1,2,298.602242463668,2543.3052025133475,1888.556965901575,1958.50521678131
The pride of ignorant men elevated by false,10,1.554,2,false,"","",false,1,1,2,422.20810513565283,2515.90184510355,2150.677227228694,2252.6498757038144
metaphysical speculation would not suffer them,11,1.554,2,false,"","",false,1,1,2,320.23545666053246,2541.9374149269847,2371.9795707278913,2465.2736959285335
to consider the Earth only as a small [deletion]body[/deletion] part,12,1.554,2,true,"",aplacey,false,1,1,2,307.21767174881495,2522.4107375594085,2599.7908066829477,2701.7634551580677
of the system of nature and themselves as,13,1.554,2,false,"","",false,1,1,2,307.21767174881495,2433.4558739960057,2812.4146269076664,2907.8783829269287
living atoms only in the scale of being:,14,1.554,2,true,"",aplacey,false,1,1,2,298.5391484743366,2515.90184510355,3007.6814005834294,3096.636264146832
