consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
The only operation by fire which can take,1,0.572,1,false,"","",true,1,1,1,253.3247670147999,2085.850164963378,308.24422157856054,343.7506364755715
place in a large scale and in which,2,0.572,1,false,"","",true,1,1,1,251.35221871758998,1859.0036493811074,466.0505120999398,487.7488443608254
[underline]Sal Ammoniac[/underline] and Bitumen and fixed Air,3,0.572,1,false,"","",true,1,1,1,247.40704687527605,2062.1791339094943,646.0505120999399,687.474628324501
or Carbonic Acid all of which are common,4,0.572,1,false,"","",true,1,1,1,239.51674081459518,2048.3711453332367,792.0213059063506,839.3631798943829
Volcanic products can be evolved is in the,5,0.572,1,false,"","",true,1,1,1,257.26993885711386,1955.6600209022758,941.0925857114979,984.4892502332691
[underline]distillation[/underline],6,0.572,1,false,"","",true,1,1,1,247.40704687527605,689.2646001368225,1120.597152057842,1116.651980215528
- To those persons who have not been accustomed,7,0.572,1,false,"","",true,1,1,1,391.40525476052983,2095.713056945216,1256.4087812995126,1278.1070947484247
to consider the general series of chemical,8,0.572,1,false,"","",true,1,1,1,247.40704687527605,1843.2229620118515,1376.7360521907503,1378.7086004879602
phaenomena this idea may seem to need,9,0.572,1,false,"","",true,1,1,1,239.51674081459518,1906.3455609930868,1520.7342600760041,1534.5422862762089
experimental proof. It would be easy to,10,0.572,1,false,"","",true,1,1,1,237.54415489343816,1967.4954611813237,1669.394140578771,1693.0650963847606
offer many but I shall content my self with one,11,0.572,1,false,"","",true,1,1,1,255.29735293595692,2072.042025891332,1835.0907183488575,1823.2552780698097
Included in the top of this model there,12,0.572,1,false,"","",true,1,1,1,403.2407326635247,2006.947029108675,2038.70860048796,2048.5714924697977
[underline]is a mixture[/underline] of [underline]pyrites and coal[/underline] with a,13,0.572,1,false,"","",true,1,1,1,237.54415489343816,1991.1663417394193,2188.624641384579,2186.651980215528
little oxymuriate of Potash a substance,14,0.572,1,false,"","",true,1,1,1,243.46187503296207,2018.7824693877228,2334.595359943096,2356.2937674518753
that will speedily supply to the [underline]pyrite[/underline],15,0.572,1,false,"","",true,1,1,1,290.8037866449414,2022.7275659821426,2521.9903075980146,2529.8806512826427
