consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
107,1,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,2,2,1379.4422320501885,1485.172194282895,394.07146367354215,398.5957648873225
The aspirations for immortality are,2,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,98.34076440641229,1416.3476470354776,536.9417286189152,513.3304695802639
movements of the mind similar to those,3,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,98.78081593213011,1442.892098961427,658.5028481271654,635.4929444452463
which the bird makes with its wings before,4,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,98.78081593213011,1416.8315585285209,779.052284682003,757.2889516808741
they are furnished with feathers.,5,-0.5389999999999873,1.6,true,deehar,FrankPearson,false,1,1,2,85.78733766385858,1181.9577448774223,925.5448178060581,900.3424504409245
[Horizontal rule],6,,0,true,"",E_L_Bird,false,1,1,0,,,,
When Sovereigns and great persons are,7,-0.5389999999999873,1.8333333333333333,true,deehar,FrankPearson,false,1,1,2,121.54169584838345,1463.291417418077,1193.5326852557464,1187.9231171921901
at the expense of digging out these riches,8,-0.5389999999999873,2,true,deehar,FrankPearson,false,1,1,2,101.73593880309122,1446.235619445406,1318.3496053133238,1304.5934678573053
they are repaid for their labours by seeing,9,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,106.76608149357784,1434.5106418415874,1456.416821350213,1444.8531475774091
"these gems in their crowns, and they shine",10,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,96.17023070686076,1485.751619655964,1586.1980941472887,1568.5190108342224
imperishable of their greatness and their,11,-0.5389999999999873,1.8333333333333333,true,deehar,FrankPearson,false,1,1,2,90.56066264330467,1407.37262850428,1728.3276298885778,1705.1564223756443
glory.,12,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,82.23085943616515,292.737096953779,1867.0181536772088,1869.8339027008183
[Horizontal rule],13,,0,true,"",E_L_Bird,false,1,1,0,,,,
"How much increase of riches, coal mines",14,-0.5389999999999873,2,true,gdb1,FrankPearson,false,1,1,2,132.80469194282128,1472.0690660963091,2118.9399744550456,2097.9612306253266
"mineral treasures, increase of health by",15,-0.5389999999999873,1.8333333333333333,true,gdb1,FrankPearson,false,1,1,2,95.89927695753218,1492.9162300240514,2249.6671402545453,2216.5452972789526
"ventilation, draining &[superscript]c[/superscript]. Increase of strength",16,-0.5389999999999873,1.8333333333333333,true,deehar,FrankPearson,false,1,1,2,65.38022526183404,1511.3643146177778,2365.2083641025592,2336.750196188098
"by gunpowder, Steam Engine, characterize",17,-0.5389999999999873,1.6,true,deehar,FrankPearson,false,1,1,2,62.564476238224586,1441.8584860243518,2500.276597301162,2472.0016632013785
modern times. These are imperishable: The,18,-0.5389999999999873,2,true,deehar,FrankPearson,false,1,1,2,58.24533882278436,1496.8094519520619,2618.3986824454073,2611.198006055369
strength of armies will pass away. Tis not,19,-0.5389999999999873,1.75,true,deehar,FrankPearson,false,1,1,2,89.15278813149995,1501.29623529143,2753.906967169728,2749.0600582939187
