consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
alder & may fly came down,1,2.021,3.6666666666666665,true,"",sruston,false,1,1,4,229.47668063640594,987.5531435012817,205.04182410240173,248.41681027412415
the river & the fish ran,2,2.021,3,false,"","",false,1,1,3,245.24940288066864,963.8940601348877,304.60713326931,346.996324300766
well in less than a hour,3,2.021,3,false,"","",false,1,1,3,246.23519802093506,938.2633864879608,390.3713104724884,422.9025501012802
I caught 13 fine trout,4,2.021,3,false,"","",false,1,1,3,260.0363299846649,956.0076990127563,498.8087935447693,536.2690088748932
one a pound & a half at least,5,2.021,3.875,false,"","",false,1,1,4,262.00792026519775,993.4679143428802,587.530356168747,623.018981218338
& several about a pound,6,2.021,3.6,false,"","",false,1,1,4,267.92269110679626,930.3770253658295,672.3087382316589,692.0246410369873
They fought well & landing,7,2.021,3,false,"","",false,1,1,3,274.8232570886612,1004.3116608858109,749.200758934021,767.930866599083
+ several others [insertion]too quick to save time[/insertion] they were,8,2.021,3,false,"","",false,1,1,3,208.77498269081116,901.7889662981033,842.8512972593307,852.7092486619949
lost [insertion]by getting off the hooks[/insertion] they principally took,9,2.021,3,false,"","",false,1,1,3,309.32608699798584,986.5673483610153,930.587064743042,955.2319432497025
the redhackle (large with,10,2.021,3,true,"",sruston,false,1,1,3,260.0363299846649,973.7520115375519,1013.3938565254211,1032.123964190483
"peacocks body, had part",11,2.021,3,false,"","",false,1,1,3,257.07894456386566,1007.2690463066101,1090.2858695983887,1109.0159772634506
of two for dinner excellent,12,2.021,3,false,"","",false,1,1,3,286.6527987718582,1042.7576713562012,1172.1068662405014,1179.0074322223663
full of curd & red as lochleven,13,2.021,3.875,true,"",sruston,false,1,1,5,261.02212512493134,1064.4451644420624,1242.0983211994171,1258.8568385839462
trout. - There was very,14,2.021,3.8,false,"","",false,1,1,4,260.0363299846649,975.7236018180847,1323.9193252325058,1346.5926134586334
little fly on except here,15,2.021,3,false,"","",false,1,1,3,261.02212512493134,986.5673483610153,1405.7403218746185,1423.484634399414
& at the bottom of the,16,2.021,3,false,"","",false,1,1,3,251.16417372226715,993.4679143428802,1474.7459816932678,1482.6323428153992
lake where the river runs,17,2.021,3,false,"","",false,1,1,3,285.6670036315918,954.0361087322235,1531.92209982872,1563.4675443172455
out.-,18,2.021,2.5,true,"",sruston,true,1,1,5,269.8942813873291,468.0391045808792,1583.1834471225739,1602.8993499279022
