consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
"beauty & richness."" -",1,0.57,3,false,"","",false,1,1,3,325.34858375787735,1077.9191177487373,141.35584783554077,211.03830468654633
"August 3 - ""[deletion][unclear]xxxxx[/unclear][/deletion] Came",2,0.57,3,true,"",E_L_Bird,false,1,1,3,319.3758017420769,1152.5788929462433,234.92943274974823,296.64818024635315
"to Wurzen, arrived at",3,0.57,3,false,"","",false,1,1,3,280.1463932991028,1168.281749010086,327.2693462371826,365.4262726306915
"12. A beautiful day, -",4,0.57,3,false,"","",false,1,1,3,311.41209238767624,1151.5834292769432,409.1355748772621,444.972266972065
& the views from Villach,5,0.57,3,false,"","",false,1,1,3,263.0415642261505,1186.7023341655731,518.0539734363556,537.7903146743774
along this high mountain,6,0.57,3,false,"","",false,1,1,3,287.52096432447433,1151.5834292769432,579.3598551750183,600.26459223032
road very glorious. The,7,0.57,3,false,"","",false,1,1,3,294.4892100095749,1131.6741558909416,672.9334400892258,686.8699314594269
clouds of the whitest tints,8,0.57,3,false,"","",false,1,1,3,285.40941762924194,1197.2283828258514,775.9421634674072,789.0997242927551
lighted up by the [unclear]orical[/unclear],9,0.57,3.8,false,"","",false,1,1,4,280.5527186393738,1154.5698202848434,849.2134592533112,854.1907775998116
Sun filled the vallies,10,0.57,3,false,"","",false,1,1,3,272.58900928497314,1121.7195191979408,946.7688916921616,945.7734280228615
of the Gualan & Drave,11,0.57,3,true,"",E_L_Bird,false,1,1,3,259.2585163116455,1165.1304553747177,1078.233659207821,1067.28355884552
[unclear]&[/unclear] the mountains rose,12,0.57,3,false,"","",false,1,1,3,283.539109647274,1064.9780900478363,1139.9718390107155,1119.0671019554138
above them in the bright,13,0.57,3,false,"","",false,1,1,3,291.50281900167465,1160.542602300644,1204.6769775152206,1200.6951228380203
blue sky. The road is,14,0.57,3,false,"","",false,1,1,3,294.4892100095749,1083.8918997645378,1308.205199122429,1289.2913894057274
through forest of beach,15,0.57,3,false,"","",false,1,1,3,265.6730763912201,1086.704871892929,1404.8735394477844,1390.4002225399017
trees & spruce firs &,16,0.57,3,false,"","",false,1,1,3,276.57086396217346,1118.7331281900406,1477.5169501900673,1444.6666491031647
the mountains on the,17,0.57,3,false,"","",false,1,1,3,268.6071546077728,1020.1822249293327,1552.1767253875732,1550.185798048973
Italian side occasionally,18,0.57,3,false,"","",false,1,1,3,281.54818230867386,1139.6378652453423,1627.8319642543793,1623.850109577179
appear crested with snow,19,0.57,3.5,true,"",E_L_Bird,false,1,1,4,274.5799366235733,1138.6424015760422,1708.4645214676857,1697.5144211053848
