consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
There are persons who . suppose that,1,1.48,3.4285714285714284,false,"","",false,1,1,4,235.16183471679688,1188.5281143188477,197.0653533935547,226.48351287841797
Science cannot be pursued,2,1.48,3,false,"","",false,1,1,3,250.4156951904297,1159.1099548339844,299.484130859375,350.69351959228516
without a Theory - Some),3,1.48,3,true,"",E_L_Bird,false,1,1,3,259.13218688964844,1162.3786392211914,416.0672073364258,419.3358917236328
who ridicule the idea of,4,1.48,3,false,"","",false,1,1,3,265.6695556640625,1199.423728942871,507.59037017822266,530.4711608886719
a pursuit without Hypotheses,5,1.48,3,false,"","",false,1,1,3,243.87832641601562,1224.483642578125,600.2030944824219,638.3377456665039
but this is exceedingly unfair,6,1.48,3,false,"","",false,1,1,3,241.69920349121094,1201.6028518676758,698.2636260986328,746.2043304443359
Humanity is liable to,7,1.48,3,false,"","",false,1,1,3,272.20692443847656,1065.4076690673828,800.6823883056641,808.3093185424805
Vices; but it is not,8,1.48,3,true,"",E_L_Bird,false,1,1,3,272.20692443847656,1202.6924133300781,894.3846893310547,929.2506561279297
necessary that in this,9,1.48,3,false,"","",false,1,1,3,260.2217483520508,1043.616439819336,1012.0573120117188,1022.9529266357422
[unclear]xxxxxx[/unclear] we should adopt,10,1.48,3.75,true,Leander,E_L_Bird,false,1,1,4,292.9085922241211,1159.1099548339844,1094.8639678955078,1111.207389831543
a vice or make a merit,11,1.48,3,false,"","",false,1,1,3,283.1025390625,1195.0654830932617,1180.939308166504,1197.282730102539
of the imperfection or weakness,12,1.48,3,false,"","",false,1,1,3,253.68437957763672,1146.0352172851562,1263.7460250854492,1293.1641845703125
of [deletion]humanit[/deletion] our nature -,13,1.48,3,false,"","",false,1,1,3,261.3113098144531,1068.6763534545898,1395.5829467773438,1402.1203155517578
