consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
171,1,-2.444000000000017,3,false,"","",false,1,2,3,925.2884113788605,999.0952436923981,101.9699022769928,104.88332986831665
his scientific attainments,2,-2.444000000000017,3,false,"","",false,1,1,3,89.1346926689148,889.356137752533,200.0552978515625,154.41159892082214
He gave several courses of,3,-2.444000000000017,3,false,"","",false,1,1,3,94.9615478515625,879.6447124481201,274.8332726955414,227.24728870391846
lectures on natural Philosophy,4,-2.444000000000017,3,false,"","",false,1,1,3,95.93269038200378,900.0387055873871,365.1495280265808,307.85211873054504
at the Royal Institution,5,-2.444000000000017,3,false,"","",false,1,1,3,82.3366949558258,856.3372917175293,456.4369258880615,401.0818016529083
& was for many years,6,-2.444000000000017,3,false,"","",false,1,1,3,86.22126507759094,812.6358778476715,551.6088962554932,497.22491455078125
Lecturer on Chemistry at the,7,-2.444000000000017,5.4,false,"","",false,1,1,6,86.22126507759094,874.7889997959137,629.3002986907959,595.310310125351
Burrow Hospitals.- His,8,-2.444000000000017,3.3333333333333335,true,"",E_L_Bird,false,1,1,4,56.950207233428955,842.7645136117935,711.9571075439453,686.3541351556778
"countenance, voice & manner",9,-2.444000000000017,3,false,"","",false,1,1,3,84.27898001670837,887.4138526916504,813.8173818588257,798.2791013717651
were pleasing : & without,10,-2.444000000000017,3,false,"","",false,1,1,3,83.30783748626709,865.0775744915009,903.1624946594238,891.5087842941284
eloquence or any high,11,-2.444000000000017,3,false,"","",false,1,1,3,76.5098397731781,811.6647353172302,1001.2478926181793,975.0270442962646
powers of mind he was,12,-2.444000000000017,3,false,"","",false,1,1,3,79.42326736450195,860.2218618392944,1090.5930054187775,1055.6318743228912
listened to with attention,13,-2.444000000000017,3,false,"","",false,1,1,3,75.53869724273682,820.4050180912018,1184.793830871582,1163.4286952018738
& pleasure.- of late years,14,-2.444000000000017,3,true,"",E_L_Bird,false,1,1,3,85.25012254714966,844.6835813522339,1264.4275183677673,1236.26438498497
he has followed very much,15,-2.444000000000017,3,false,"","",false,1,1,3,79.42326736450195,851.4815790653229,1360.570672750473,1322.696114063263
the example of Howard &,16,-2.444000000000017,3,false,"","",false,1,1,3,53.01128840446472,937.2985655069351,1421.9471961259842,1397.3289534449577
has travelled over the,17,-2.444000000000017,3,false,"","",false,1,1,3,74.56755471229553,854.3950066566467,1508.1843373775482,1487.7903442382812
greater part of Europe &,18,-2.444000000000017,3,false,"","",false,1,1,3,74.56755471229553,870.9044296741486,1607.2408754825592,1563.5394616127014
has visited some parts,19,-2.444000000000017,3,false,"","",false,1,1,3,63.884986877441406,822.3473031520844,1676.1919951438904,1635.4040088653564
of Asia with the,20,-2.444000000000017,3,false,"","",false,1,1,3,68.74069952964783,728.1464776992798,1748.0565423965454,1707.2685561180115
