consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
178,1,0.977,2,false,"","",false,1,2,2,1436.213723054733,1493.3500626672792,200.46139491181478,199.49298237600888
"- Oxygene "" thus obtained, "" is",2,,0,true,"",plphy,false,1,1,0,,,,
[underline]found [deletion]a fluid[/deletion][/underline] an elastic fluid,3,0.977,2,false,"","",false,1,1,2,341.9075575941015,1397.4772216224983,355.4074006407538,372.8388262852594
spe: gravit: 35 g[superscript]ry[/superscript] slightly absorbable,4,0.977,2.8333333333333335,false,"","",false,1,1,3,364.1810459176364,1417.8138848744215,453.2170667571465,463.86960465101106
by Water & distinguished,5,0.977,2.75,false,"","",false,1,1,3,369.0231085966658,1288.0466050764348,522.9427693351689,529.7216570858101
from all [insertion]aeriform[/insertion] substances by the,6,0.977,2,true,"",plphy,false,1,1,2,371.92834620408337,1411.0349971237804,637.2154485602614,659.4889368837964
manner in which it supports,7,0.977,2,false,"","",false,1,1,2,381.6124715621421,1418.7822974102273,738.8987648198777,738.8987648198777
combustion -,8,0.977,2,false,"","",false,1,1,2,344.81279520151907,643.0838562297266,814.4349426127354,814.4349426127354
[underline]Iron Wire[/underline] or a steel,9,0.977,2,true,"",plphy,false,1,1,2,662.452106945844,1320.9726312938346,889.0027078697873,904.4973084426812
[underline]Watch spring[/underline] -,10,0.977,2,false,"","",false,1,1,2,476.5169000711172,928.7655542924579,980.0334862355389,983.9071363787624
- All the phaenomena of combustion,11,0.977,2,true,"",plphy,false,1,1,2,327.3813695570135,1470.1081618079384,1130.1374292854484,1142.726792250925
[deletion]inflammation[/deletion] [deletion]to the[/deletion] [underline]in the Air[/underline],12,0.977,2,true,"",plphy,false,1,1,2,270.2450299444672,1344.2145321531755,1247.3153461179586,1257.9678840118231
are owing to this principle,13,0.977,2,false,"","",false,1,1,2,364.1810459176364,1381.9826210496044,1332.5356492688752,1355.7775501282158
|_& the discovery of it,14,0.977,2,true,"",plphy,false,1,1,2,312.8551815199254,1220.2577275700244,1429.3769028494619,1438.0926156717146
was perhaps the noblest birth,15,0.977,2,false,"","",false,1,1,2,260.5609045864086,1277.3940671825706,1507.8183182497373,1523.3129188226312
of pneumatic Chemistry; for it,16,0.977,2.8,false,"","",false,1,1,3,264.43455472963205,1347.119769760593,1594.0070339364597,1622.0909974748297
has created as it were,17,0.977,2.5,true,"",raspence,false,1,1,3,305.10788123347845,1291.9202552196584,1670.5116242651231,1695.6903501960758
a new world both in,18,0.977,2,false,"","",false,1,1,2,270.2450299444672,1140.8478996339431,1755.7319274160398,1796.405253919886
facts & in Theory.,19,0.977,2.75,false,"","",false,1,1,3,278.96074276672005,938.4496796505166,1853.5415935324324,1854.5100060682382
- Oxygene acts the most,20,0.977,2,false,"","",false,1,1,2,275.0870926234966,1197.0158267106833,1970.7195103649424,1994.9298237600892
considerable part in the various,21,0.977,2,false,"","",false,1,1,2,285.7396305173611,1345.1829446889813,2062.7187012665,2107.26567791357
changes of the chemical arrangements,22,0.977,2,false,"","",false,1,1,2,276.05550515930247,1406.192934444751,2145.0337668099987,2203.1385189583507
of the surface of our Globe.,23,0.977,2,false,"","",false,1,1,2,300.2658185544492,1230.910265463889,2237.0329577115563,2252.52755828445
"- Oxygene ""thus obtained,"" is",24,-179.757,2.4,false,"","",false,1,1,3,1375.2037332989632,235.382178655456,242.10313395146713,237.2610712724378
