consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
- [deletion]with[/deletion] by the polish of the language,1,-0.06499999999999773,3.75,true,"",E_L_Bird,false,1,1,4,1024.7862773237327,2122.7456215391335,339.26135519781775,350.6017803493383
"the majesty of the diction,",2,-0.06499999999999773,3,false,"","",false,1,1,3,1017.5696431364015,2044.3935932195368,431.01570415102964,431.01570415102964
& the pomp & splendor of,3,-0.06499999999999773,3,false,"","",false,1,1,3,1086.12393529991,1551.4591013792644,529.0908603769972,523.1659164914997
description.- . . [underline]Bailly[/underline] had the,4,-0.06499999999999773,5.333333333333333,true,"",raspence,false,1,1,6,1055.7147095551525,2068.1053912636253,605.2458723880275,600.0911336827909
art of cloathing error in,5,-0.06499999999999773,3,false,"","",false,1,1,3,1058.8075527782946,1987.6914674619338,684.6288484486714,674.3193710381983
"such brilliant colours "" that it",6,-0.06499999999999773,3,false,"","",false,1,1,3,1073.240821152957,2110.3742486465653,754.7332948398895,746.4857129115109
"[deletion]you[/deletion] is quilted [deletion]in[/deletion] with regret,",7,-0.06499999999999773,3.1666666666666665,true,"",E_L_Bird,false,1,1,4,1071.659736528415,2033.6333854548857,823.7989483589222,818.85052423893
& like an [underline][deletion]experienced[/deletion] [insertion]accomplished[/insertion] actor[/underline],8,-0.06499999999999773,3.3333333333333335,true,"",E_L_Bird,false,1,1,4,1062.9326732335076,2032.717688354385,907.7076454362606,903.9008347782787
He [deletion]deludes you[/deletion] by the,9,-0.06499999999999773,5,true,"",raspence,false,1,1,6,1057.1430859781246,1978.2942042461511,991.934013661828,975.1375921195126
power of his genius; & induces,10,-0.06499999999999773,3,false,"","",false,1,1,3,1056.170472783827,2089.7195664259007,1062.1540803691032,1055.492161717635
[deletion]you[/deletion] a [underline]strong sympathy[/underline] with regard,11,-0.06499999999999773,3.6666666666666665,true,"",E_L_Bird,false,1,1,4,1063.7840940997908,2101.1399983998463,1135.435185535254,1139.241996193236
to a more fictitious effect. -,12,-0.06499999999999773,3.6,true,"",E_L_Bird,false,1,1,4,1080.9147420607092,2114.4638357027825,1223.9435333333322,1247.7360999457187
[Horizontal rule],13,-0.06499999999999773,3,true,"",E_L_Bird,false,1,1,4,1470.6911709805947,1653.490758850153,1274.3684848701741,1274.3684848701741
|_ [underline]Whatever[/underline] opinion we,14,-0.06499999999999773,3.25,true,"",E_L_Bird,false,1,1,5,1253.3024666461356,1975.5883444336496,1371.7480300911234,1375.1231977443363
"[underline]may form[/underline], concerning the",15,-0.06499999999999773,3,false,"","",false,1,1,3,1039.5418486093322,1927.210941404268,1441.5014949241854,1447.1267743462067
[deletion]first[/deletion] [underline]people by[/underline] whom the,16,-0.06499999999999773,3.2,true,"",E_L_Bird,false,1,1,4,1038.416792724928,1995.8393503529255,1524.7556303700985,1527.005742138907
[underline]earliest advances were[/underline] made,17,-0.06499999999999773,3,false,"","",false,1,1,3,1036.1666809561195,1995.8393503529255,1606.884709931607,1613.6350452380325
"[underline]in cultivation & refinement, ;[/underline]",18,-0.06499999999999773,3,true,"",E_L_Bird,false,1,1,3,1038.7557626624364,2062.4868695224295,1687.5028871648756,1690.5957303880175
it is impossible not to perceive,19,-0.06499999999999773,3,false,"","",false,1,1,3,1031.539128475105,2084.1367720844232,1760.7001767792353,1766.8858632255194
