consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
153,1,,0,true,"",deehar,false,1,1,0,,,,
masses broken in pieces,2,-0.6859999999999786,1,false,"","",true,1,1,1,80.68296629213481,1836.243030497592,293.71009951845895,281.89382985553766
which form its sides &,3,-0.6859999999999786,1,false,"","",true,1,1,1,126.2600064205457,1701.1999486356337,435.5053354735152,394.99241091492775
which seem torn from,4,-0.6859999999999786,1,true,"",deehar,true,1,1,1,106.00354414125198,1834.5549919743175,557.0441091492776,533.4115698234349
the bosom of the Moun-,5,-0.6859999999999786,1,true,"",deehar,true,1,1,1,133.01216051364364,1807.546375601926,678.5828828250401,654.9503434991974
tain by some great con-,6,-0.6859999999999786,1,true,"",deehar,true,1,1,1,178.58920064205452,1814.298529695024,822.0661573033707,779.8651942215088
"vulsion of nature, their",7,-0.6859999999999786,1,true,"",deehar,true,1,1,1,165.0848924558587,1773.7856051364363,943.6049309791331,938.5408154093097
dark colours & deep,8,-0.6859999999999786,1,false,"","",true,1,1,1,126.2600064205457,1647.1827158908504,1088.7762439807382,1056.703512038523
shades form a singular,9,-0.6859999999999786,1,true,"",deehar,true,1,1,1,148.20450722311395,1851.4353772070622,1210.3150176565005,1183.306401284109
contrast with the beauty,10,-0.6859999999999786,1,false,"","",true,1,1,1,138.07627608346704,1844.6832231139647,1372.3667158908506,1367.302600321027
uniformity I may say,11,-0.6859999999999786,1,true,"",deehar,true,1,1,1,133.01216051364364,1848.0593001605134,1488.8413739967896,1490.529412520064
order of grace of the,12,-0.6859999999999786,1,false,"","",true,1,1,1,187.02939325842695,1723.144449438202,1630.6366099518457,1600.251916532905
white stalactical concre-,13,-0.6859999999999786,1,true,"",deehar,true,1,1,1,143.1403916532905,1841.3071460674155,1775.8079229534508,1774.1198844301762
-tions which hang from,14,-0.6859999999999786,1,true,"",deehar,true,1,1,1,129.63608346709466,1844.6832231139647,1912.5390433386835,1868.650041733547
the canopy above & where,15,-0.6859999999999786,1,false,"","",true,1,1,1,127.94804494382018,1868.3157624398073,2059.398394863563,2040.8299711075438
the light of our torches,16,-0.6859999999999786,1,false,"","",true,1,1,1,165.0848924558587,1770.4095280898873,2213.0099004815406,2177.5610914927765
reflected from the brilliant,17,-0.6859999999999786,1,true,"",deehar,true,1,1,1,122.88392937399678,1885.196147672552,2337.924751203852,2329.4845585874796
or transparent calcareous,18,-0.6859999999999786,1,true,"",deehar,true,1,1,1,141.452353130016,1863.2516468699837,2525.297027287319,2501.6644879614764
gems form a scene which,19,-0.6859999999999786,1,true,"",deehar,true,1,1,1,168.46096950240766,1881.8200706260031,2673.8444173354733,2656.964032102728
almost looks like one,20,-0.6859999999999786,1,false,"","",true,1,1,1,202.2217399678972,1871.691839486356,2805.5114221508825,2793.6951524879614
produced by enchantement,21,-0.6859999999999786,1,true,"",RebekahMM,true,1,1,1,165.0848924558587,1917.2688796147672,2957.4348892455855,2986.1315441412517
