consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[deletion]- In the School of Democritus[/deletion],1,-0.7280000000000086,2,false,"","",false,1,1,2,304.02159039169265,1866.6541305846188,482.31819935691317,464.6724115755627
It is a very important circumstance,2,-0.7280000000000086,2,false,"","",false,1,1,2,353.0376675621107,2188.199596822561,672.5005787781353,645.051575562701
& there will be many opportunities,3,-0.7280000000000086,2,false,"","",false,1,1,2,368.72281225664443,2009.7810759222396,823.4700964630225,792.099807073955
for illustrating it; that,4,-0.7280000000000086,2,false,"","",false,1,1,2,404.01438781934536,1772.5432624174161,994.0460450160773,994.0460450160773
whenever oxygene enters into,5,-0.7280000000000086,2,false,"","",false,1,1,2,405.9750309061621,1745.0942592019821,1160.7007073954985,1135.2123472668811
combination it [deletion]may[/deletion] is [deletion]be[/deletion] in,6,-0.7280000000000086,2,true,"",RebekahMM,false,1,1,2,413.817603253429,1815.677410327384,1270.4967202572348,1256.7722186495178
[deletion]always[/deletion] a proportion that,7,-0.7280000000000086,2,true,"",RebekahMM,false,1,1,2,374.6047415170946,1809.7954810669337,1472.442958199357,1419.5055948553054
may be expressed by this,8,-0.7280000000000086,2,false,"","",false,1,1,2,409.89631707979555,1676.471751163397,1627.3337620578777,1599.8847588424437
number [insertion]or[/insertion] of some multiple,9,-0.7280000000000086,2,false,"","",false,1,1,2,390.28988621162836,1827.4412688482842,1758.6968488745981,1717.5233440514469
of it that is either,10,-0.7280000000000086,2,false,"","",false,1,1,2,337.35252286757697,1854.8902720637186,1895.9418649517686,1890.0599356913183
7.5 15 22.5 30 & so,11,-0.7280000000000086,1.8333333333333333,false,"","",true,1,1,2,409.89631707979555,1841.1657704560014,2058.6752411575562,2015.5410932475884
on.- This is Sulphuric,12,-0.7280000000000086,2,true,"",deehar,false,1,1,2,380.4866707775448,1788.22840711195,2166.510610932476,2164.5499678456595
acid in Potash,13,-0.7280000000000086,2,true,"",deehar,false,1,1,2,396.17181547207855,1515.6990180444259,2297.8736977491963,2288.0704823151127
Nitric acid.-,14,-0.7280000000000086,2,false,"","",false,1,1,2,374.6047415170946,1005.9318154720786,2468.449646302251,2468.449646302251
[deletion]- The ideas of the Epicurean[/deletion],15,-0.7280000000000086,2,true,"",deehar,false,1,1,2,449.10917881612994,1845.0870566296346,2646.8681672025727,2664.513954983923
[deletion]School of Philosophy of[/deletion],16,-0.7280000000000086,2,true,"",deehar,false,1,1,2,398.1324585588953,1649.022747947963,2807.640900321544,2766.4673954983928
[deletion]indestructible atoms have been[/deletion],17,-0.7280000000000086,2,true,"",deehar,false,1,1,2,354.99831064892743,1868.6147736714354,2931.1614147909972,2933.122057877814
revived in modern times,18,-0.7280000000000086,2,false,"","",false,1,1,2,429.50274794796275,1699.9994682051974,3084.091575562701,3052.721286173634
[deletion]In a very ingenious [otherwork_202]book[/otherwork_202][/deletion],19,-0.7280000000000086,2,true,"",RebekahMM,false,1,1,2,447.1485357293132,1754.8974746360657,3223.2972347266877,3209.572733118971
[deletion]published in 1789 by[/deletion],20,-0.7280000000000086,2,true,"",deehar,false,1,1,2,372.6440984302779,1752.936831549249,3380.1486816720253,3387.9912540192927
