consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
things wholy different,1,0.113,3,false,"","",false,1,1,3,118.57790595934284,825.638163460343,199.25107720666472,191.75573959619317
from the physical &,2,0.113,3,false,"","",false,1,1,3,129.82091237505017,858.1179216491279,280.4505870484024,270.4567845061444
which coincides with,3,0.113,3,false,"","",false,1,1,3,149.80848886712226,859.3671827074648,365.39770851048814,351.6562943478821
the views belonging to,4,0.113,3,false,"","",false,1,1,3,142.3131512566507,880.6039344805425,451.59409103091104,436.6034158099679
revelation. -,5,0.113,3,false,"","",false,1,1,3,159.80226281693638,625.7624557245097,534.0428047460981,526.5474671356266
-It Or is even the highest,6,0.113,3.1666666666666665,false,"","",false,1,1,4,139.81471491730815,976.7940623583355,655.2174103870923,641.4759962244863
perfection & aggregated,7,0.113,3,false,"","",false,1,1,3,157.30382647759382,895.5946097014856,772.6444044077384,777.6412770864234
power of the human,8,0.113,3,false,"","",false,1,1,3,176.0421705037727,816.8935647915342,873.8314621491043,870.0837933438686
mind a mere,9,0.113,3.75,true,"",raspence,false,1,1,4,173.54373416443013,776.9184689922778,948.7848382538199,951.2833031856063
nothing [insertion]compared with[/insertion] with the,10,0.113,3,false,"","",false,1,1,3,174.79293803787948,696.9681630239894,1026.2366792903217,1034.9812207742427
immensity of intellectual,11,0.113,3.3333333333333335,false,"","",false,1,1,4,159.00740147764677,869.9080111302619,1121.5220231173143,1133.050141230536
combinations belonging,12,0.113,3.5,false,"","",false,1,1,4,165.6785441414217,743.8938657019794,1185.6632502631282,1202.5615479966632
to the universal,13,0.113,3,false,"","",false,1,1,3,175.9644520716482,707.8931459058514,1263.5423323113603,1281.1753269438252
"mind, a mere image",14,0.113,3,false,"","",false,1,1,3,184.65966634739846,844.1123939441334,1345.6993533906525,1359.0666385473219
in a dream [deletion]where[/deletion] in,15,0.113,3.1666666666666665,true,"",raspence,false,1,1,4,163.14867815255636,894.5946607798733,1419.1748712217868,1436.360124169391
