consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[underline]Bavaria[/underline],1,0.25,1,true,"",FrankPearson,true,1,2,1,830.7998795509338,1088.3333568572998,528.776957988739,528.776957988739
 Oct 5. Left the inn where the people were,2,0.25,1,true,"",FrankPearson,true,1,1,1,453.56774377822876,1870.0018689632416,632.4855785369873,650.621738910675
"uncivil; the bill was 10 fl 30k, which",3,0.25,1,true,"",FrankPearson,true,1,1,1,453.56774377822876,1837.3567802906036,752.1842370033264,773.9476294517517
"I objected to, but paid 10 and gave the",4,0.25,1,true,"",FrankPearson,true,1,1,1,440.87243151664734,1875.442717075348,880.9509756565094,882.7645916938782
"servants, who were in fact the innkeepers,",5,0.25,1,true,"",FrankPearson,true,1,1,1,439.05881547927856,1859.120172739029,1006.0904822349548,1013.3449463844299
nothing. Passed on a few miles to the,6,0.25,1,true,"",FrankPearson,true,1,1,1,433.61796736717224,1868.1882529258728,1109.466596364975,1125.789140701294
Austrian frontier where the pass was,7,0.25,1,true,"",FrankPearson,true,1,1,1,428.1771192550659,1815.5933878421783,1232.7924869060516,1249.1150312423706
examined and permission given to go on,8,0.25,1,true,"",FrankPearson,true,1,1,1,431.80435132980347,1833.729548215866,1356.1183774471283,1367.000073671341
 to Insbruck. The road to the first,9,0.25,1,true,"",FrankPearson,true,1,1,1,424.54988718032837,1770.252986907959,1486.69873213768,1484.8851161003113
"part was through desolate vallies, bounded",10,0.25,1,true,"",FrankPearson,true,1,1,1,423.9494163990021,1847.63800573349,1612.3987619876862,1612.3987619876862
"by high mountains, the Isen much",11,0.25,1,true,"",FrankPearson,true,1,1,1,434.8311126232147,1838.5699255466461,1724.8429563045502,1735.7246525287628
diminished at our feet; all the mountains,12,0.25,1,true,"",FrankPearson,true,1,1,1,407.6268720626831,1838.5699255466461,1848.1688468456268,1842.7279987335205
"calcaceous. Some birch, but the pine the",13,0.25,1,true,"",FrankPearson,true,1,1,1,414.8813362121582,1851.2652378082275,1969.6811213493347,1962.4266571998596
 common wood. Stopped on the side of,14,0.25,1,true,"",FrankPearson,true,1,1,1,403.99963998794556,1825.8746132850647,2080.31169962883,2082.1253156661987
a hill at the post to change horses: the,15,0.25,1,true,"",FrankPearson,true,1,1,1,400.372407913208,1847.63800573349,2210.5293383598328,2228.6654987335205
"scenery continued similar, and in going",16,0.25,1,true,"",FrankPearson,true,1,1,1,413.06772017478943,1824.060997247696,2328.5958120822906,2339.4775083065033
up and down mountains we at last,17,0.25,1,true,"",FrankPearson,true,1,1,1,396.74517583847046,1791.415908575058,2457.543982028961,2452.103133916855
"gained a view of the valley of the Isen,",18,0.25,1,true,"",FrankPearson,true,1,1,1,398.55879187583923,1834.9426934719086,2591.7515687942505,2591.7515687942505
a large river winding through a ravine,19,0.25,1,true,"",FrankPearson,true,1,1,1,394.9315598011017,1858.5197019577026,2711.4502272605896,2715.077459335327
green and clothed with pine above high,20,0.25,1,true,"",FrankPearson,true,1,1,1,400.372407913208,1860.3333179950714,2840.2169659137726,2845.657814025879
