consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
123,1,-6.809000000000026,3,true,TEHark,FrankPearson,false,1,1,3,969.2848767466326,1064.9396024669113,139.9130207460903,128.49156144631206
this visible universe would,2,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1055.079719903789,272.7089899574037,1507.3887211808776,1538.7977751016283
Still be in being even,3,176.898,3,true,deehar,FrankPearson,false,1,1,3,1035.092157959905,261.2875633347137,1451.7090648865528,1481.6904241409231
if there was no intellectual,4,176.898,3,true,deehar,FrankPearson,false,1,1,3,1034.9729999272745,172.96543929856375,1367.5835566349601,1411.575648946276
notion to perceive it: but,5,176.898,3,true,"",raspence,false,1,1,3,1024.2722163034139,162.26465567470314,1297.43395695843,1334.2921935205054
the only reasonable supposition,6,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1027.839144178034,142.05199181585544,1214.2056580262924,1237.9851409057603
is that its existence is,7,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1017.1383605541735,288.29603467528295,1125.0324611607878,1170.2135112879769
derived from & entirely dependent,8,176.898,3,true,"",FrankPearson,false,1,1,3,1018.327345583547,119.4615211792609,1066.7726029239916,1114.3316775369274
upon mind: All that,9,176.898,3,true,deehar,FrankPearson,false,1,1,3,1045.669737589144,256.1897194822104,997.8824945687022,1040.6856290641445
Man can ever do in such,10,176.898,3,true,"",raspence,false,1,1,3,1018.323299621556,152.74881111822492,911.0872677619445,975.2919695051079
[insertion]enquiries is[/insertion] to give an history of his,11,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1044.4807797732706,165.8275103738324,824.2919865281867,893.2526283888436
own intellect: He supposes by,12,176.898,3,true,deehar,FrankPearson,false,1,1,3,1030.21306827479,190.79600549617362,752.953429035783,821.91407089644
analogy that the universe will,13,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1027.8350982160432,134.91417174512412,679.2369559116325,735.1187896626823
exist when He perceives it no,14,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1043.2917947438973,187.22907762155342,592.4416746778747,656.6463764210382
more because He knows from,15,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1037.3469240240302,174.15037836594615,516.3472314949776,578.1739631793941
the experience of others that,16,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1043.2917947438973,197.92986124541403,445.0086740025739,489.0007663138896
certain sources of sensation,17,176.898,3,true,deehar,FrankPearson,false,1,1,3,1039.7248668692769,247.86685149009645,354.6465193211959,404.58350956587856
are common to all sentient,18,176.898,3,true,TEHark,FrankPearson,false,1,1,3,1036.1579117811564,136.10312956099733,277.3630638954253,316.59927051624743
beings. -,19,176.898,3,true,"",FrankPearson,false,1,1,3,1046.8587226185175,785.2840027418706,206.02450640302163,207.21346421889518
