consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
- Boyle in his notion of [underline]Electrical[/underline],1,-1.3170000000000073,2,false,"","",false,1,1,2,267.2002533135512,1953.4815537467518,417.59946012367436,379.6201539482646
[underline]attraction[/underline] was misled by the mechanical,2,-1.3170000000000073,2,false,"","",false,1,1,2,317.8393282140975,2110.4626086693497,572.0486240823852,501.1539385388943
philosophy.- As many electrical bodies,3,-1.3170000000000073,2,false,"","",false,1,1,2,358.35059779317163,2115.5264388903083,729.029775591353,668.2628953693344
were glutinous - he conceived that they,4,-1.3170000000000073,2,false,"","",false,1,1,2,360.882561196836,2087.674986329556,875.8830734856633,830.3079253924457
emitted glutinous effluvia - which laid hold,5,-1.3170000000000073,2,false,"","",false,1,1,2,376.07424503245176,2163.633598680375,1020.2044562694945,972.0972964794273
of small particles & in their return to the,6,-1.3170000000000073,2,false,"","",false,1,1,2,373.54232992197257,2102.8666701651714,1166.5831287402566,1121.0078840606686
excited substance carried them back - an idea,7,-1.3170000000000073,2,false,"","",false,1,1,2,353.28667098584293,2199.080989745306,1303.3085247267243,1270.3931453586433
scarcely worthy so excellent a philosopher -,8,-1.3170000000000073,2,false,"","",false,1,1,2,355.8186343895073,2234.5283808102363,1454.711571886186,1424.3280110422138
"|_but [deletion]my[/deletion] [person_124]Lord Bacon[/person_124], had given the world",9,-1.3170000000000073,2.875,true,"",RebekahMM,false,1,1,3,322.9032550214262,2133.2502310091436,1609.160663405119,1566.1174304223807
a dread of [underline]occult qualities[/underline] & it was,10,-1.3170000000000073,2.5,false,"","",false,1,1,3,383.6701352434448,2080.079240998118,1766.1418149140868,1720.5666668208692
in that age fashionable to explain every,11,-1.3170000000000073,2,false,"","",false,1,1,2,358.35059779317163,2105.398778448391,1885.1436602476451,1875.0158066329877
thing after mechanical principles. -,12,-1.3170000000000073,2,true,"",RebekahMM,false,1,1,2,373.54232992197257,2054.7597035478448,2074.525820409776,2036.546514234366
- - The labours of a Contemporary of,13,-1.3170000000000073,2,false,"","",false,1,1,2,340.62690226070634,2087.674986329556,2225.9287709828673,2208.2051720367726
"Boyle, [underline]Otto de Guericke[/underline] had a much",14,-1.3170000000000073,2,false,"","",false,1,1,2,406.45770929005363,2059.8235337688034,2375.314032280842,2344.93056802324
greather influence on the progress of,15,-1.3170000000000073,2,false,"","",false,1,1,2,373.54232992197257,2011.7163739787359,2527.231256982481,2496.8477927248796
the Science. -  |_This distinguished,16,-1.3170000000000073,2,true,"",RebekahMM,false,1,1,2,368.47840311464387,1956.0134688572314,2689.2763352987777,2636.1052487013817
personage ranks amongst the most,17,-1.3170000000000073,2,false,"","",false,1,1,2,355.8186343895073,1978.8010911970252,2828.5337912752802,2785.4905582925417
[underline]illustrious of inventors[/underline] in the experimental,18,-1.3170000000000073,2,false,"","",false,1,1,2,365.9464397109795,2176.293367405512,2990.578773005206,2955.131478526646
Arts & we owe to him two of the most,19,-1.3170000000000073,2,false,"","",false,1,1,2,358.35059779317163,2130.7183158986645,3114.644545146093,3086.7930925853407
important instruments of investigation ever,20,-1.3170000000000073,2,false,"","",false,1,1,2,355.8186343895073,2128.186207615445,3261.4979396267736,3218.454610057665
presented to the [deletion]world[/deletion] [insertion]public[/insertion] - One by which,21,-1.3170000000000073,2.7777777777777777,false,"","",false,1,1,3,338.094938857042,2133.2502310091436,3421.0109096598503,3372.903749869783
