consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
[underline]1825. Oct[superscript]r[/superscript]. 4[superscript]th[/superscript][/underline],1,0.992,3,false,"","",false,1,1,3,191.87549209594727,405.2034673690796,105.1474380493164,98.07020664215088
sul Bary. The rest burnt on clean plat foil left very alkaline,2,0.992,3.4166666666666665,false,"","",false,1,1,4,211.08512020111084,1149.3237981796265,159.74322319030762,153.6770248413086
ash which in water did not smell of Sul Hy. and by digestion with NA,3,0.992,3,false,"","",false,1,1,3,217.15131855010986,1167.5223932266235,216.36107444763184,213.32797527313232
gave a solution which [unclear]examined[/unclear] by M[unclear]A[/unclear] gave [underline]no[/underline] appearance of,4,0.992,3.6363636363636362,false,"","",false,1,1,4,204.0078887939453,1181.6768560409546,288.1444215774536,293.19958686828613
Sul acid or Sul Baryta,5,0.992,3,false,"","",false,1,1,3,201.9858226776123,524.505368232727,354.87260341644287,352.85053730010986
Napthaline boiled in sol potash - then left all night - then saturated,6,0.992,3.6153846153846154,false,"","",false,1,1,4,267.70297145843506,1163.4782609939575,481.25173568725586,487.3179340362549
by SA filterd - concentrated - treated with Alcohol & alcoholic solution,7,0.992,3.5,false,"","",false,1,1,4,200.9747896194458,1138.202434539795,553.0350828170776,561.1233472824097
evaporated left very little residuum that [unclear]xxxxx[/unclear] carbonaceous - and the,8,0.992,3.727272727272727,true,"",deehar,false,1,1,4,199.9637565612793,1143.2575998306274,617.7411985397339,628.8625621795654
ash sul potash neutral,9,0.992,3,true,"",deehar,false,1,1,3,210.07408714294434,507.3178062438965,679.4142150878906,677.3921489715576
The S.A & Napthaline of the 1[superscript]st[/superscript] diluted much of the crystalline solid,10,0.992,3,false,"","",false,1,1,3,259.614706993103,1134.158302307129,804.7823085784912,817.9257383346558
portion dissolved besides the red SA. and only a little white Napthaline,11,0.992,3.6666666666666665,true,"",deehar,false,1,1,4,219.17338466644287,1167.5223932266235,873.5325565338135,890.720118522644
left - further dilution no precipitation - solution filtered &. slightly brown but,12,0.992,3,false,"","",false,1,1,3,228.2726821899414,1144.268632888794,940.2607383728027,965.5365648269653
clear . a little bitter to taste,13,0.992,2.7142857142857144,false,"","",true,1,1,3,235.34991359710693,546.7480955123901,1004.966854095459,1013.055118560791
A portion of this solution rubbed in a mortar with carb baryta (native,14,0.992,2.923076923076923,false,"","",true,1,1,3,273.7691698074341,1173.5885915756226,1077.7612609863281,1086.8605585098267
till neutral left to stand & then the clear solution filtered - it was,15,0.992,3.857142857142857,true,"",deehar,false,1,1,4,235.34991359710693,1140.224500656128,1132.3570461273193,1159.654938697815
neutral to litmus & turmeric - not precipitated by Mur baryta - precipitd,16,0.992,2.923076923076923,false,"","",true,1,1,3,224.2285499572754,1125.0590047836304,1195.0410957336426,1223.3500213623047
abundantly by sul soda - hence contains baryta in solution - evaporated,17,0.992,3,false,"","",false,1,1,3,221.19545078277588,1167.5223932266235,1262.7803106307983,1293.1113023757935
in drops on glass plate left pearly rings slightly crystalline - resoluble in water,18,0.992,3.9285714285714284,false,"","",false,1,1,4,230.2947483062744,1162.467227935791,1330.519525527954,1356.8063850402832
or in alcohol perfectly - readily in water - nitric acid added to a dry drop - then water,19,0.992,3,false,"","",false,1,1,3,222.20648384094238,1172.577558517456,1388.1484098434448,1420.501467704773
was complete solution - no sul bayta apparently - evaporated to dryness - white,20,0.992,3,false,"","",false,1,1,3,219.17338466644287,1161.4561948776245,1455.8876247406006,1484.1965503692627
salt - soluble in water & alcohol not in ether - nothing by ether - burns with flame,21,0.992,3.9444444444444446,false,"","",false,1,1,4,215.12925243377686,1146.290699005127,1513.5165090560913,1549.9136991500854
[unclear]charrg[/unclear] [underline]only[/underline] sul baryta [insertion]& charcoal[/insertion] - not carbonate - The aqueous solution [unclear]testd[/unclear] with NA no,22,0.992,2.6470588235294117,true,"",deehar,true,1,1,3,207.04098796844482,1160.445161819458,1575.189525604248,1613.6087818145752
precipitate - boiled with NMA. still no precipitate - little sul soda caused much precipitate,23,0.992,2.75,true,"",deehar,true,1,1,3,194.52795505523682,1183.3182859420776,1629.605661392212,1681.1683473587036
sul [unclear]bayta[/unclear],24,0.992,3,false,"","",false,1,1,3,220.81481456756592,323.9401865005493,1705.4331407546997,1710.4883060455322
