consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
Poet You spoke just now,1,,0,true,"",deehar,false,1,1,0,,,,
of peasants fishing with,2,0.966,1,false,"","",true,1,1,1,177.72296350933823,1419.5572815116034,714.5095957033054,682.9015813898623
the fly in Austria I,3,0.966,1,true,"",deehar,true,1,1,1,166.57362669709528,613.8522517251861,878.0720355265933,897.5580850728297
thought this art was,4,,0,true,"",deehar,false,1,1,0,,,,
entirely English & though,5,,0,true,"",deehar,false,1,1,0,,,,
I have travelled much,6,,0,true,"",deehar,false,1,1,0,,,,
I do not recollect ever,7,,0,true,"",deehar,false,1,1,0,,,,
to have seen fly fishing,8,,0,true,"",deehar,false,1,1,0,,,,
practised by native,9,,0,true,"",deehar,false,1,1,0,,,,
anglers abroad -,10,,0,true,"",deehar,false,1,1,0,,,,
Hal. I assure you,11,,0,true,"",deehar,false,1,1,0,,,,
there are fishers with,12,,0,true,"",deehar,false,1,1,0,,,,
the artificial fly in,13,,0,true,"",deehar,false,1,1,0,,,,
different parts of,14,,0,true,"",deehar,false,1,1,0,,,,
