consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
80,1,-0.5020000000000095,3,false,"","",false,1,2,4,1041.943765759468,1076.719297528267,124.97105705738068,120.62411558628082
light brown or colourless fluid probably sul acid - On cooling the upper portion,2,-0.5020000000000095,3.7142857142857144,false,"","",false,1,1,4,120.39217388629913,1091.9335926771164,173.87414860725403,178.22109007835388
crystd first. then the lower the bottom portion did not crystallise at all,3,-0.5020000000000095,3.923076923076923,false,"","",false,1,1,4,108.43808484077454,1119.1019768714905,233.644593834877,245.5986828804016
It was probably the absorption of this part which made the second lower portion,4,-0.5020000000000095,3,false,"","",false,1,1,3,130.1727921962738,1128.8825951814651,297.76198053359985,304.28239274024963
softer than the first. I find the bottoms of the first lower portion is in the same,5,-0.5020000000000095,3.9411764705882355,false,"","",false,1,1,4,108.43808484077454,1071.285620689392,367.3130440711975,374.92019164562225
state The fluid colourless was Sul Acid with little organic compounds,6,-0.5020000000000095,3,false,"","",false,1,1,3,97.5707311630249,965.8722900152206,433.6039015054703,437.95084297657013
[deletion]Oct[superscript]r[/superscript].[/deletion] Now purified the two portions by fuzing each separately in tubes &,7,-0.5020000000000095,4.769230769230769,true,TEHark,deehar,false,1,1,5,152.99423491954803,1109.3213585615158,502.06822967529297,504.2417004108429
retaining them in fusion for some time - On opening tube of lighter substance when,8,-0.5020000000000095,3.933333333333333,false,"","",false,1,1,4,111.96090292930603,1092.4851568937302,560.393292248249,567.0748885273933
cold the bottom was rejected as impure & added to mixed portion to be [unclear]repurified[/unclear],9,-0.5020000000000095,3.8666666666666667,true,"",deehar,false,1,1,4,118.64249920845032,1081.6275629401207,634.7260508537292,631.3852527141571
On opening tubes of heavier substance the top was in like manner rejected and added,10,-0.5020000000000095,3.933333333333333,false,"","",false,1,1,4,114.46650153398514,1099.1667531728745,692.3548187613487,694.8604173660278
to [deletion][unclear]x[/unclear][/deletion] portions to be purified . . The different parts of heavier matter kept separate,11,-0.5020000000000095,3,false,"","",false,1,1,3,113.6313019990921,1100.0019527077675,760.0059810876846,759.1707815527916
some seeming to contain more acid than others. . This done several times,12,-0.5020000000000095,3.769230769230769,false,"","",false,1,1,4,123.2873977124691,1078.7556656301022,825.2319411039352,821.8911429643631
The [unclear]residuary[/unclear] pieces then all fused together when [deletion]they[/deletion][insertion]the two matters[/insertion] separated and were,13,-0.5020000000000095,3,false,"","",false,1,1,3,118.27620050311089,1112.1636470258236,892.0479038953781,887.8719062209129
[unclear]purified[/unclear] by [unclear]successive[/unclear] fusion as before,14,-0.5020000000000095,3.6666666666666665,true,TEHark,deehar,false,1,1,4,116.60580143332481,609.373527020216,959.699066221714,955.5230685472488
Oct[superscript]r[/superscript]. 15 [superscript]th[/superscript],15,-0.5020000000000095,4.333333333333333,false,"","",false,1,1,5,151.68418189883232,271.11771538853645,1013.1519169211388,1016.4927150607109
[underline]Substances examined[/underline]. Lighter substance - crystalline - dull red colour,16,-0.5020000000000095,3,false,"","",false,1,1,3,150.84898236393929,1097.965254932642,1090.825473666191,1079.1326801776886
[unclear]easily[/unclear] broken in mortar [unclear]ahesive[/unclear] as napthaline - white powder nearly -,17,-0.5020000000000095,3.4166666666666665,true,TEHark,deehar,false,1,1,4,117.44100096821785,1104.6468512117863,1151.7950397133827,1145.1134434342384
on foil burns like napthaline leaving a little charcoal - fuzes first -,18,-0.5020000000000095,3.769230769230769,false,"","",false,1,1,4,141.6617874801159,1069.5684707462788,1219.4462020397186,1196.8958145976067
in tube by heat - colourless napthaline sublimes tasteless & - a black substance,19,-0.5020000000000095,3,false,"","",false,1,1,3,116.60580143332481,1096.294855862856,1286.2621648311615,1272.06377273798
"is left [insertion]and soluble in water[/insertion], soluble in Napthaline - but by further heat giving a little napthaline",20,-0.5020000000000095,3.8333333333333335,false,"","",false,1,1,4,114.1002028286457,1081.2612642347813,1346.39653134346,1339.7149350643158
charcoal & suls acid - [underline]Substance[/underline] is highly [unclear]xxxxxx[/unclear] in [unclear]xxxxx[/unclear] acid &,21,-0.5020000000000095,3.6153846153846154,false,"","",false,1,1,4,112.42980375885963,1092.1188581883907,1406.5308978557587,1396.5085034370422
[unclear]bitterish[/unclear] astringent - Its quantity [underline]altogether[/underline] 600 grs nearly becomes,22,-0.5020000000000095,3.6,false,"","",false,1,1,4,120.78179910779,1066.2276726067066,1474.1820601820946,1467.5004639029503
slightly turbid by heat between fuzing & boiling but clears as it cools towards fusion,23,-0.5020000000000095,3.933333333333333,false,"","",false,1,1,4,118.80290567874908,1103.385148882866,1536.9195703268051,1520.6185398101807
point - Rubbd in water & filtd left residue which examd provd,24,-0.5020000000000095,3.9166666666666665,false,"","",false,1,1,4,112.2824934720993,1101.211678147316,1598.2477025985718,1588.467084288597
to be pure Napthaline - filtd solution slightly acid - rubbd with Carb,25,-0.5020000000000095,3.5384615384615383,true,"",deehar,false,1,1,4,114.45596420764923,1103.385148882866,1659.1048605442047,1648.237506866455
baryta &c salt obtad [unclear]neutral[/unclear] evaporatd &c gave white salt,26,-0.5020000000000095,4.5,true,TEHark,deehar,false,1,1,5,113.36922883987427,1064.2626756429672,1730.8293948173523,1714.5283643007278
of baryta - which heated on plat foil did not fuzed flamed much,27,-0.5020000000000095,3.8461538461538463,false,"","",false,1,1,4,121.98883420228958,1085.809097468853,1809.958392560482,1780.7264088392258
