consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
of contacts - in which the,1,-2.6329999999999814,2,false,"","",false,1,1,2,377.84824323654175,1787.3117229938507,546.0409781932831,487.4569215774536
positive electricity is carried,2,-2.6329999999999814,2,false,"","",false,1,1,2,391.6327271461487,1735.6199083328247,680.4396920204163,618.4095144271851
to a conductor from the,3,-2.6329999999999814,2,false,"","",false,1,1,2,453.6629047393799,1701.1586985588074,804.5000472068787,745.9159905910492
Glass - & in which the,4,-2.6329999999999814,2,false,"","",false,1,1,2,495.0163564682007,1742.5121502876282,963.0216121673584,852.7457408905029
Equilibrium is restored [insertion]with regard[/insertion] to,5,-2.6329999999999814,2,false,"","",false,1,1,2,498.4624774456024,1677.0358517169952,1111.204814195633,1025.0517897605896
"the [underline]negative agents[/underline], the",6,-2.6329999999999814,2,false,"","",false,1,1,2,519.1392033100128,1615.005674123764,1235.2651693820953,1166.3427498340607
silk [underline]& the amalgam by[/underline],7,-2.6329999999999814,2,false,"","",false,1,1,2,529.477566242218,1680.481972694397,1355.879403591156,1293.8492259979248
communication with the ground. -,8,-2.6329999999999814,2,true,"",aplacey,false,1,1,2,598.5332107155689,1880.4902143090137,1414.4634602069855,1393.786734342575
[underline]Instance[/underline],9,-2.6329999999999814,2,false,"","",false,1,2,2,977.4732933044434,1242.8246085643768,1483.3858797550201,1448.9246699810028
- The [underline]same mode[/underline] of explanation,10,-2.6329999999999814,2,true,"",raspence,false,1,1,2,539.8159291744232,1807.988448858261,1586.7695090770721,1531.6315734386444
will [underline]apply to y[superscript]e[/superscript] other[/underline],11,-2.6329999999999814,2,true,"",aplacey,false,1,1,2,536.3698081970215,1690.8203356266022,1728.0604691505432,1666.030291557312
[underline]similar cases of excitation;[/underline],12,-2.6329999999999814,2,false,"","",false,1,1,2,522.5853242874146,1818.3268117904663,1841.7824614048004,1821.10573554039
"[underline]where nonconductors,[/underline] or",13,-2.6329999999999814,2,false,"","",false,1,1,2,539.8159291744232,1666.69748878479,1986.5195424556732,1945.1660907268524
imperfect conductors,14,-2.6329999999999814,2,false,"","",false,1,1,2,557.0465340614319,1487.4991979599,2107.133776664734,2065.780324935913
are employed - The electrical,15,-2.6329999999999814,2.8,false,"","",false,1,1,3,532.9236872196198,1849.341900587082,2231.1941318511963,2172.610075235367
energies of the Bodies may,16,-2.6329999999999814,2,false,"","",false,1,1,2,529.477566242218,1745.95827126503,2369.0389709472656,2348.362245082855
be conceived to be kept,17,-2.6329999999999814,2,false,"","",false,1,1,2,536.3698081970215,1735.6199083328247,2513.776049852371,2479.314840078354
in constant activity by,18,-2.6329999999999814,2,false,"","",false,1,1,2,557.0465340614319,1756.296634197235,2655.066973209381,2637.8363683223724
the successive contacts,19,-2.6329999999999814,2,false,"","",false,1,1,2,539.8159291744232,1673.5897307395935,2772.23508644104,2761.896723508835
of different surfaces. -,20,-2.6329999999999814,2,true,"",aplacey,false,1,1,2,543.262050151825,1790.7578439712524,2954.879553079605,2920.4183433055878
- In the common Explanation,21,-2.6329999999999814,2,true,"",raspence,false,1,1,2,608.7535908222198,1890.7105944156647,3142.09881234169,3104.191481590271
that is given of the production,22,-2.6329999999999814,2,false,"","",false,1,1,2,484.69323563575745,1856.2493846416473,3286.8359050750732,3248.928574323654
