consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
141,1,2.077,3,false,"","",false,1,2,3,1029.888827264309,1112.1828759908676,115.40083247423172,115.40083247423172
back fin like a herring. -,2,2.077,3,false,"","",false,1,1,3,124.65429127216339,708.2799012064934,144.72399926185608,131.4812787771225
Till 1/2 past eleven bright sun,3,2.077,3,false,"","",false,1,1,3,144.51837199926376,1004.3492949008942,233.63940823078156,194.8571553826332
when a thunder storm without,4,2.077,3,false,"","",false,1,1,3,134.11337733268738,888.9484449625015,303.63664507865906,284.7184729576111
heavy rain came on & the,5,2.077,3,false,"","",false,1,1,3,143.57246339321136,957.0538645982742,383.09296798706055,350.932075381279
sky continued overcast. Went below,6,2.077,3,false,"","",false,1,1,3,147.35609781742096,929.6225150227547,437.0097585320473,422.8211294412613
the bridge & raised only 1 small,7,2.077,3,false,"","",false,1,1,3,143.57246339321136,967.4588592648506,519.303807258606,506.0610867738724
trout went to the mill where,8,2.077,3.8333333333333335,false,"","",false,1,1,4,145.46428060531616,953.2702301740646,587.4092444181442,563.7615292668343
I hooked & lost two trout that appeared,9,2.077,3,false,"","",false,1,1,3,152.08564084768295,948.5406871438026,640.3801263570786,635.6505833268166
to me large at least more than 1 lb.-,10,2.077,3.888888888888889,false,"","",false,1,1,4,144.51837199926376,1024.2133756279945,696.1887341141701,716.9987234473228
Took with a large fly grouse hackle,11,2.077,5.625,true,"",raspence,false,1,1,6,142.62655478715897,971.2424936890602,758.6187018752098,784.1582342386246
& orange body 4 smaller trout of which,12,2.077,3,false,"","",false,1,1,3,131.27565151453018,974.0802195072174,813.4814010262489,856.0472882986069
3 had the characters of Lachs forelle,13,2.077,3,false,"","",false,1,1,3,132.22156012058258,900.2993482351303,867.3981915712357,906.180444419384
ie they had only black spots & were,14,2.077,3,false,"","",false,1,1,3,145.46428060531616,853.9498265385628,929.828159570694,957.2595091462135
of a silvery whiteness. below. -,15,2.077,3,true,"",sruston,false,1,1,3,141.68064618110657,716.793078660965,986.5826759338379,1012.1222082972527
I am not sure that the Rheinvelle,16,2.077,3,false,"","",false,1,1,3,137.89701175689697,965.5670420527458,1052.796288728714,1105.7671706676483
is the [underline]Ferra.[/underline] at least the spines on,17,2.077,3,false,"","",false,1,1,3,130.32974290847778,909.7584342956543,1107.658987879753,1167.2512300610542
the fin do not correspond. but I did not,18,2.077,3,false,"","",false,1,1,3,118.978839635849,974.0802195072174,1177.6562247276306,1226.8434722423553
count them with the care required,19,2.077,3,false,"","",false,1,1,3,118.978839635849,926.7847892045975,1228.7352894544601,1269.4093595147133
"to establish the species, the Dorsal I think",20,2.077,3,false,"","",false,1,1,3,129.38383430242538,982.593396961689,1272.2470922470093,1333.7311516404152
cannot be more than 13. -,21,2.077,3.6666666666666665,false,"","",false,1,1,4,134.11337733268738,650.0587093254439,1313.8670709133148,1358.991625043143
It is if not the [underline]same[/underline] fish [unclear]xxxxxxxxxxxxx[/unclear]. -,22,2.077,3.5555555555555554,false,"","",false,1,1,4,127.49201709032059,998.6441144270951,1369.6756432652473,1445.4273744230393
Eat one of the [underline]Trout[/underline] caught this day,23,2.077,3,false,"","",false,1,1,3,124.65429127216339,845.4366490840912,1423.592433810234,1502.1028481125832
which was good curdly & cream colored. _,24,2.077,3,false,"","",false,1,1,3,115.1952052116394,963.2287865024722,1460.4828694462776,1556.968338417818
the Rheinvall or Rheinachen eat well but,25,2.077,3,true,"",raspence,false,1,1,3,101.95248472690582,915.4338859319687,1507.7782997488976,1592.9100742936134
rather too much like a dace -,26,2.077,3.857142857142857,false,"","",false,1,1,4,111.41157078742981,716.1830703521614,1553.1819128394127,1615.196139733083
