consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
basin; & above all those extraordinary,1,1.054,1,true,"",E_L_Bird,true,1,1,1,418.7680035115693,1835.6074119196278,481.3406132705072,515.1267837786994
animals which [deletion]appear like new &[/deletion] [insertion]inhabit them[/insertion],2,1.054,1,true,"",E_L_Bird,true,1,1,1,416.5882505755569,1808.3605002194731,608.8561600272326,640.4625775994123
& which appear like new &,3,1.054,1,true,"",E_L_Bird,true,1,1,1,428.5768917236252,1684.1145828667663,681.8778833836478,694.9564009997223
"unfinished works of creation, rising",4,1.054,1,true,"",E_L_Bird,true,1,1,1,424.2173858516003,1824.7086472395658,768.7785023873296,809.103931703559
in darkness & silence as it were,5,1.054,1,false,"","",true,1,1,1,427.487015255619,1765.8553179672313,910.6838243856993,921.5825890657612
"amidst a chaos, & recalling to mind",6,1.054,1,true,"",E_L_Bird,true,1,1,1,434.02627406365616,1827.9782766435846,1059.1965224713565,1096.2523223835674
the fabled monsters produced from,7,1.054,1,false,"","",true,1,1,1,423.1275093835941,1817.0795119635227,1209.5313577769616,1238.958022413129
the mud of the Nile. [deletion]A number,8,1.054,1,true,"",E_L_Bird,true,1,1,1,428.5768917236252,1820.349141367541,1362.1140632978295,1377.3723338499162
of questions suggest themselves; [unclear]xx[/unclear],9,1.054,1,false,"","",true,1,1,1,426.3971387876128,1801.821241411436,1533.2246687748025,1529.955039370784
would willingly know by what cause,10,1.054,1,true,"",E_L_Bird,true,1,1,1,427.487015255619,1835.6074119196278,1663.141349625104,1693.6578907292778
"these immense excavations were formed,",11,1.054,1,false,"","",true,1,1,1,424.2173858516003,1820.349141367541,1811.3645492739472,1837.521584506096
& of what period; & whether the animals,12,1.054,1,false,"","",true,1,1,1,432.93639759564996,1845.4163001316838,1963.947254794815,1979.2055253469018
that inhabit them were born in them,13,1.054,1,false,"","",true,1,1,1,428.5768917236252,1821.4390178355475,2105.835547473372,2124.3634474294777
or carried with the water & the mud,14,1.054,1,true,"",E_L_Bird,true,1,1,1,428.5768917236252,1798.5516120074171,2247.3151364764267,2284.3709363886373
from some greater excavations or,15,1.054,1,false,"","",true,1,1,1,437.29590346767475,1632.890388870475,2385.933799750965,2406.641452643083
"whether they are perfect animals, or [unclear]animals[/unclear]",16,1.054,1,false,"","",true,1,1,1,435.11615053166236,1866.1239530238013,2550.5051464199014,2569.0330463760065
in the infant state.[/deletion],17,1.054,1,true,"",E_L_Bird,true,1,1,1,425.3072623196066,1175.1422723078713,2693.2789637287133,2723.7955048328868
