consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
{for preventing any of its parts from,1,-178.606,3,true,"",E_L_Bird,false,1,1,3,1233.1264457702637,230.30713272094727,1435.6596794128418,1424.8300971984866
falling into decay -,2,-178.606,3.25,false,"","",false,1,1,4,1211.4672813415527,601.7618026733398,1367.4333114624023,1376.0969772338867
And knowledge is like a [underline]river[/underline] which,3,-178.606,3,false,"","",false,1,1,3,1151.9045791625977,234.63896560668945,1300.2899017333984,1251.556781768799
unless it springs are constantly supplied,4,-178.606,3,false,"","",false,1,1,3,1229.877571105957,160.99780654907227,1230.9805755615234,1185.4963302612307
soon becomes exhausted and ceases to flow,5,-178.606,3.857142857142857,false,"","",false,1,1,4,1239.624195098877,167.49555587768555,1147.5927925109863,1107.523338317871
on and to fertilize,6,-178.606,3,false,"","",false,1,1,3,1233.1264457702637,734.965663909912,1059.873176574707,1070.7027587890625
- [underline]The mind[/underline] requires [underline]novelty[/underline] even as a,7,-178.606,3,false,"","",false,1,1,3,1115.083999633789,151.25118255615234,955.9091911315918,928.8352355957034
stimulus to exertions:,8,-178.606,3,false,"","",false,1,1,3,1224.4627799987793,613.6743431091309,879.019157409668,881.1850738525392
And the [deletion]Author[/deletion] Philosopher who has made,9,-178.606,3,false,"","",false,1,1,3,1207.1354484558105,164.2466812133789,799.963207244873,759.893753051758
a discovery in natural [underline]science[/underline]; or the,10,-178.606,3,false,"","",false,1,1,3,1226.6286964416504,234.63896560668945,716.5754241943359,687.3355522155763
"Author of a [underline]work of Genius[/underline], in Art or in",11,-178.606,3,false,"","",false,1,1,3,1223.3798217773438,212.97980117797852,645.1001815795898,605.0307273864747
literature is a [underline]Benefactor[/underline] not only to the,12,-178.606,3,false,"","",false,1,1,3,1217.965030670166,180.4910545349121,564.9612731933594,518.394069671631
present generation but likewise to future,13,-178.606,3,false,"","",false,1,1,3,1232.0434875488281,182.6569709777832,475.0757179260254,446.9188041687013
ages; for He gratifies that faculty of,14,-178.606,3,false,"","",false,1,1,3,1215.799114227295,216.22867584228516,386.2731437683106,335.37410736084
[underline]enjoyment[/underline] which is pure and intellectual,15,-178.606,3,false,"","",false,1,1,3,1223.3798217773438,128.50905990600586,271.4795722961426,245.48857498168962
and which must be more exalted in,16,-178.606,3,false,"","",false,1,1,3,1217.965030670166,274.7084197998047,194.58953857421875,177.26220703125017
proportion as society becomes more improved},17,-178.606,3.8333333333333335,true,"",E_L_Bird,false,1,1,4,1220.130947113037,145.8363914489746,103.6210823059082,93.87445831298845
