consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
peculiar such,1,-2.4540000000000077,1.6,true,"",raspence,true,1,1,3,141.1318121254857,638.894446382215,187.90028480930263,153.07387774963823
July 11 - on the [underline]Raab[/underline].,2,-2.4540000000000077,3,false,"","",false,1,1,3,273.7039930207882,975.5670795472886,237.36825678243667,220.58670573260252
[underline]Thermometer[/underline] at 1/2past 9,3,-2.4540000000000077,2,true,"",raspence,true,1,1,3,248.88709652291433,926.733629643493,318.7226009615124,318.7226009615124
in the evening 69.,4,-2.4540000000000077,3,false,"","",false,1,1,3,197.93257882901926,690.0056737393319,400.9865698885093,383.76855645415134
During the day from 65 to 80°,5,-2.4540000000000077,3,true,"",raspence,false,1,1,3,222.40030178036076,932.8704655027283,467.1400292255503,443.5785458907639
[Horizontal rule],6,-2.4540000000000077,3,true,"",E_L_Bird,false,1,1,3,84.91235899274113,1019.9169244447207,592.016775342168,531.9498499665558
[Pencil sketch of a face in profile],7,,0,true,"",E_L_Bird,false,1,1,0,,,,
T,8,-2.4540000000000077,3,true,"",raspence,false,1,1,3,233.3006366151214,311.50101845292335,649.5570112369674,638.2236398582008
The highest,9,-2.4540000000000077,3,false,"","",false,1,1,3,286.5675806675826,676.4361682827565,739.0908163336719,716.4240216960027
mountain near,10,-2.4540000000000077,3,false,"","",false,1,1,3,322.83444171182595,753.5031766665865,809.3577915142148,800.291115163256
Admont is called,11,-2.4540000000000077,3,false,"","",false,1,1,3,166.43365209615405,779.5700397860353,900.024918184755,863.7580571405117
Buckstein & by Barometrical,12,-2.4540000000000077,3,true,"",raspence,false,1,1,3,196.52881935946886,1012.5328037539239,1004.2145363351123,990.6144699285379
measure is at least,13,-2.4540000000000077,3,false,"","",false,1,1,3,224.16903544911585,822.3561440791307,1063.9226886371198,1044.966054403677
7000 7000 english feet,14,-2.4540000000000077,3,false,"","",false,1,1,3,96.07824209658708,804.4961741432568,1177.092176813287,1162.7226675387549
[Horizontal rule],15,-2.4540000000000077,3,true,"",E_L_Bird,false,1,1,3,114.7586436205749,1061.7107387833962,1241.7550672164216,1220.2007704153766
