consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
though it would take place through,1,-0.6940000000000168,3,true,"",RebekahMM,false,1,1,3,213.3930675983429,1590.9894647598267,194.45198845863342,145.15430426597595
the medium of a conducting body,2,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,220.23996818065643,1588.2507045269012,302.6330176591873,247.85781300067902
-. The [underline]products[/underline] of [underline]Metallic[/underline],3,-0.6940000000000168,6.4,true,deehar,FrankPearson,false,1,1,10,276.38455295562744,1423.9250905513763,490.23809361457825,438.20164918899536
combustion in all cases accurately,4,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,257.21323132514954,1573.1875232458115,584.7253216505051,568.2927602529526
examined contain an excess of,5,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,251.7357108592987,1408.8619092702866,677.8431590795517,668.2574982643127
the metallic base; & all that,6,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,258.58261144161224,1559.4937220811844,775.0691473484039,750.4203052520752
I have carefully tried exhibit,7,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,254.47447109222412,1449.9433127641678,880.5114163160324,861.3400946855545
the positive energy with regard,8,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,257.21323132514954,1418.4475700855255,992.8005858659744,970.8905040025711
to acids -.,9,-0.6940000000000168,3,true,"",FrankPearson,false,1,1,3,305.1415354013443,747.4513130187988,1092.765334367752,1095.5040946006775
There is a very [deletion]elegant[/deletion] [insertion]simple[/insertion],10,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,390.04310262203217,1497.8716168403625,1229.7033038139343,1218.7482628822327
method furnished by the Voltaic,11,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,254.47447109222412,1477.330915093422,1333.7761926651,1322.8211517333984
apparatus of demonstrating the,12,-0.6940000000000168,3,true,"",RebekahMM,false,1,1,3,254.47447109222412,1412.9700496196747,1443.3266019821167,1441.957221865654
small proportion of oxygene absorbed,13,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,232.5643892288208,1512.9347981214523,1573.4177318811417,1569.3095915317535
in metallic combustion. -,14,-0.6940000000000168,3,true,"",FrankPearson,false,1,1,3,224.34810853004456,1360.9336051940918,1663.7968195676804,1669.2743400335312
& Instance.,15,-0.6940000000000168,3,true,"",RebekahMM,false,1,1,3,592.7113598585129,1114.4451842308044,1750.067766904831,1767.8697084188461
elegant mode of general proportion,16,-0.6940000000000168,3,true,"",RebekahMM,false,1,1,3,439.34078681468964,1573.1875232458115,1937.6728428602219,1906.1771001815796
- Hence it is that like the,17,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,259.5782895088196,1419.792674779892,2030.8922090530396,2008.1429073810577
oxide of Iron they are all,18,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,251.30581617355347,1370.1578347682953,2130.161889076233,2154.9793090820312
capable of combining with,19,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,263.71452617645264,1363.9534797668457,2239.772160768509,2258.3852257728577
acids; but both the negative,20,-0.6940000000000168,3,true,TEHark,FrankPearson,false,1,1,3,305.0768928527832,1394.9752547740936,2345.246195793152,2382.4723258018494
