consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
57,1,179.835,1,false,"","",true,1,1,1,1795.0073112078253,1711.7030561537604,163.43029016220362,167.3970207368643
of Thor which stood [deletion]at[/deletion] [insertion]on[/insertion] the top of Man-,2,179.835,1.4545454545454546,true,"",a_s_wolf,false,1,1,2,1533.2027602985158,62.025788752111794,2929.843386317606,2922.577076300533
-garton but since his Norwegian,3,179.835,1,false,"","",true,1,1,1,1767.2392135794737,43.63553555987255,2827.181346379428,2801.3967275313753
alliance & his acq[deletion]u[/deletion]aintan with,4,179.835,1,false,"","",true,1,1,1,1769.222654528783,29.75156240767592,2688.34093389965,2680.407283595381
Sweno he had neglected his religious,5,179.835,1,true,"",RebekahMM,true,1,1,1,1759.305487613226,35.701923086593524,2579.252097828522,2585.2024585074396
duties they now occurred to his mind,6,179.835,1,false,"","",true,1,1,1,1769.222654528783,39.66872932323304,2482.0639452842397,2478.097063385621
as a resource in his misery &,7,179.835,1,false,"","",true,1,1,1,1765.255810461154,39.66872932323304,2363.0579422975547,2369.008227314493
he hoped something from the power,8,179.835,1.8333333333333333,false,"","",false,1,1,2,1600.6546995502986,69.6164032946649,2240.7542605445647,2255.124742502592
& the counsels of the Druid whom he,9,179.835,1,false,"","",true,1,1,1,1759.305487613226,33.71836864431543,2119.0956513072465,2132.979624459443
"had so long neglected, he made his",10,179.835,1,false,"","",true,1,1,1,1761.2889285625351,33.71836864431543,2017.9405033713767,2033.8079553038724
way to the sacred wood & found the,11,179.835,1,false,"","",true,1,1,1,1759.305487613226,27.768159289355935,1918.768834215806,1930.6694042496829
arch-druid sitting beneath the shade,12,179.835,1,true,"",RebekahMM,true,1,1,1,1767.2392135794737,33.71836864431543,1819.5971650602353,1825.5475257391527
of the hallowed misseltoe he,13,179.835,1,false,"","",true,1,1,1,1769.222654528783,35.701923086593524,1682.740231360756,1728.3592597019017
rose as O'Donohoe approached &,14,179.835,1,false,"","",true,1,1,1,1769.222654528783,31.73496552599545,1575.634798407948,1625.2206329857333
"said ""King of Kerry I know you, you",15,179.835,1,false,"","",true,1,1,1,1783.1067033429588,17.850992373798817,1470.5129198974178,1484.3968930496144
have neglected the Gods of your fathers,16,179.835,1,false,"","",true,1,1,1,1796.9907143261448,27.768159289355935,1379.2749388771053,1373.3246538601668
& the friends of your youth & have,17,179.835,1,false,"","",true,1,1,1,1775.172977376711,23.801201728758315,1268.2026996876575,1268.2026996876575
fallen into the power of Halah,18,179.835,1,false,"","",true,1,1,1,1769.222654528783,31.73496552599545,1163.0807455151485,1161.0972667348494
prostrate yourself before the,19,179.835,1,false,"","",true,1,1,1,1787.0735474105877,21.817798610438786,1038.124457511525,1059.9420431370008
altar you may yet be preserved &,20,179.835,1,false,"","",true,1,1,1,1785.0901442922682,35.701923086593524,942.9195945925937,940.9361158122949
restored [deletion]& preserved[/deletion] to your,21,179.835,1,true,"",RebekahMM,true,1,1,1,1785.0901064612785,31.73496552599545,841.7644466567242,837.7976404200847
kingdom but it can only be by,22,179.835,1,false,"","",true,1,1,1,1789.0569883598973,25.784756171036406,740.6094122138235,724.741884619349
"following exactly my counsels.""",23,179.835,1,false,"","",true,1,1,1,1802.9410371740728,21.817798610438786,643.421184007562,627.5537320750666
O'Donohue offered up a most fer-,24,179.835,1,true,"",RebekahMM,true,1,1,1,1791.0404293092065,33.71836864431543,518.4648960039386,502.5974440714432
vent prayer to Thor; the arch-,25,179.835,1,false,"","",true,1,1,1,1800.9575962247636,27.768159289355935,417.3097480680691,387.55824732139786
-druid sacrifized a lamb &,26,179.835,1,true,"",RebekahMM,true,1,1,1,1802.9410371740728,29.75156240767592,290.37005694612594,284.4197719291874
prayed for the expiation of the Kings,27,179.835,1,false,"","",true,1,1,1,1816.825048157259,27.768159289355935,205.0824366047309,201.1155547061121
