consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
This is the most remarkable part of his,1,0.742,1,false,"","",true,1,1,1,816.1699076012237,2698.946379701988,575.269433736084,602.4713747596676
doctrine and the only one in which He,2,0.742,1,true,"",deehar,true,1,1,1,771.6530988670779,2703.252519614228,736.4525546950105,802.7684834700385
appears to have anticipated the Moderns,3,0.742,1,false,"","",true,1,1,1,781.5654421341519,2642.4816572084223,947.5593811698246,927.5207734117386
Aristotle considered matter as susceptible of,4,0.742,1,true,"",deehar,true,1,1,1,831.1415984432658,2711.0647783127115,1130.9284154985994,1188.1436672726663
any form and hence he supposed that different,5,0.742,1,true,"",deehar,true,1,1,1,738.6051228279632,2790.511417728781,1320.9377416245438,1359.7734687529073
bodies were convertible into each other by the,6,0.742,1,false,"","",true,1,1,1,729.4010369827683,2682.7677865382825,1520.9094851200628,1516.422845536019
superinduction of new qualities.-,7,0.742,1,true,"",deehar,true,1,1,1,695.9366318843115,1302.4434682587187,1696.3148477597206,1705.891368908368
It is on this doctrine of the Philosopher,8,0.742,1.2,true,"",deehar,false,1,1,2,716.2666128295992,2758.1230464030314,1997.599443153982,2049.381987824435
that the reasonings of the school men concerning,9,0.742,1,true,"",deehar,true,1,1,1,682.2605781803991,1868.3278809527499,2088.87278015526,2126.8450201439928
actual and potential existence are founded,10,0.742,1,false,"","",true,1,1,1,691.5154368365015,2700.662174646737,2260.5123635531986,2302.6314379373794
Aristotle in advancing it laid the foundation,11,0.742,1,true,"",deehar,true,1,1,1,678.043872944253,2731.612628048087,2451.814300232063,2514.5476016502826
of those endless quibbles and sophisms which,12,0.742,2,false,"","",false,1,1,2,668.6268106516653,2713.036240857499,2663.651991879362,2694.7144792229055
so much perplexed the minds of men in the,13,0.742,2,false,"","",false,1,1,2,660.3040820052967,2745.9817729192987,2832.9413001801695,2881.5720127201794
middle ages,14,0.742,1,false,"","",true,1,1,1,635.5048748074755,1117.0573872827963,3035.4838615478443,3070.7875012275044
