consensus text,line number,line slope,consensus score,line edited (T/F),original transcriber username,line editor username,flagged for low consensus (T/F),page number,column,number of transcribers,line start x,line end x,line start y,line end y
beautiful day. 1 W. 3 [unclear]ren[/unclear],1,-0.25799999999998136,1,false,"","",true,1,1,1,510.95373276998953,1936.9989158582603,496.93678808731056,494.93671706588236
at Foligno [insertion]yesterday[/insertion] baited & Horses,2,-0.25799999999998136,1,true,"",deehar,true,1,1,1,560.9553175647842,1920.9983476868351,668.9422474110405,682.9426682646739
[deletion]borrowed 9 Pauls of George[/deletion],3,-0.25799999999998136,1,true,"",deehar,true,1,1,1,596.203774631171,1869.9610881532847,832.6426269792141,834.1809576924773
G owes me a paul & R 5B.,4,-0.25799999999998136,1,true,"",deehar,true,1,1,1,634.6626292982986,1786.8899385988666,929.5589583454425,924.9438488385431
[underline]At Terni baited 8P.-[/underline],5,-0.25799999999998136,1,true,"",deehar,true,1,1,1,622.3558075415287,1862.269317219859,1169.5421879948972,1154.1586461280463
Lavigra I think a,6,-0.25799999999998136,1,false,"","",true,1,1,1,659.2763021536159,1702.2804583311856,1360.2980719337177,1378.758392594205
[underline]good baiting place[/underline] & sleeping place,7,-0.25799999999998136,1,true,"",deehar,true,1,1,1,623.8941675965693,1868.4227574400215,1551.054014556093,1543.3622436226676
17 Slept at Otrioli where,8,-0.25799999999998136,1,true,"",deehar,true,1,1,1,686.5297811575222,1861.8323739165892,1743.8413629193662,1736.1495919859408
I slept 14 years ago in my,9,-0.25799999999998136,1,true,"",deehar,true,1,1,1,648.0709264903944,1761.8393517820573,1877.6781302141267,1860.7562576340124
second journey to Rome,10,-0.25799999999998136,1,false,"","",true,1,1,1,692.683192035907,1672.614879374587,2006.8999053690977,1974.5944909221325
a nice inn. 20 H 22 S,11,-0.25799999999998136,1,true,"",deehar,true,1,1,1,693.4958705588399,1782.6506816787405,2083.6201700509264,2099.0037119177778
[deletion]Maliano[/deletion][insertion]Borgetto[/insertion] next post inn evidently,12,-0.25799999999998136,1,true,"",deehar,true,1,1,1,507.3550081015864,1910.3340087533384,2255.9158506963695,2237.4555887194374
worse - no stopping place,13,-0.25799999999998136,1,false,"","",true,1,1,1,721.1862635242385,1862.645052439522,2365.1390918447005,2335.9102214571512
A la Palumella [insertion]Wine Orvietto[/insertion] San Eust,14,-0.25799999999998136,1,true,"",deehar,true,1,1,1,693.4958705588399,1782.6506816787405,2532.819545616134,2534.357993696507
Traeoli.-  Nepi,15,-0.25799999999998136,1,true,"",deehar,true,1,1,1,693.4958705588399,1598.0481792765277,2663.579651484368,2689.7317430782814
Albergo della fontana,16,-0.25799999999998136,1,true,"",deehar,true,1,1,1,607.3480302361183,1765.7288090986265,2817.415070152879,2802.031528286028
